name,country,latitude,longitude,near_hotspot,hotspot_info
"Omoluwabi Model Primary School, Imepe",Nigeria,6.8107,3.913,False,
"Local Government Primary School Ii, Otun Ota",Nigeria,6.6821,3.2296,True,Ifo (2 events)
"Community Primary School, Olaparun",Nigeria,6.8114,3.1577,False,
"Emmanuel Anglican Church School, Ibogun Odejimi",Nigeria,6.8122,3.1144,False,
"Anglican Central N/P School I, Okenla Ifo",Nigeria,6.8135,3.1932,True,Ifo (2 events)
"Communty Primary School, Ago-Ajeri",Nigeria,6.7507,3.273,True,Ifo (2 events)
"Ansar Ud Deen Primary School,Ewutagbe",Nigeria,6.5734,3.1502,False,
"Nawair Ud Deen Primary School , Ikogbo",Nigeria,6.5789,3.0866,False,
"Local Government Primary School, Ajerogun",Nigeria,6.5811,3.0479,False,
"Community Primary School, Orile Igboko",Nigeria,6.5861,3.0747,False,
"Local Government Primary School, Ado-Odo",Nigeria,6.5884,2.9314,True,Ado-Odo (3 events)
"Nawair Ud Deen Primary School Ii, Atan Ota",Nigeria,6.6624,3.0928,False,
"Community Primary School, Ojo-Ogundele",Nigeria,6.6633,3.36,True,Agege (2 events)
"Local Government Primary School, Joga Owode",Nigeria,6.6682,3.1293,False,
"Zumuratul Islamiyyah Primary School, Iii Ishasi",Nigeria,6.6692,3.3744,True,Agege (2 events)
"Africa Church Primary School, Meesan Ota",Nigeria,6.6705,3.1576,False,
"United African Church Primary School I, Kooko Atan",Nigeria,6.6708,3.0904,False,
"Community Primary School, Wasimi Ajibawo",Nigeria,6.6714,3.0581,False,
"St.John'S African Church Primary School, Itoki",Nigeria,6.7126,3.2877,True,Ifako (2 events)
"Ilupeju Community Primary School I, Iyana Iyesi",Nigeria,6.6725,3.1762,False,
African Church Sch Onse-Olose,Nigeria,6.6742,3.0575,False,
"Local Government Primary School, Oyero",Nigeria,6.6754,3.1264,False,
"Methodist Primary School, Oke Ore",Nigeria,6.6778,3.0364,False,
"Ilupeju Community Primary School Ii, Iyana Iyesi",Nigeria,6.6803,3.1846,False,
"St. Peter School Ii, Oke-Aro",Nigeria,6.6829,3.3214,True,Agege (2 events)
"St. Paul'S Anglican Primary School, Oluke",Nigeria,6.6829,3.3044,True,Agege (2 events)
"St. James Anglican Primary School Ii, Ado Odo",Nigeria,6.6833,3.2373,True,Ifako (2 events)
St. James Anglican Primary School I Iado Odo,Nigeria,6.6836,3.2353,True,Ifako (2 events)
"St. Paul'S African Church Primary School, Agbado",Nigeria,6.6839,3.298,True,Agege (2 events)
"All Saints Primary School, Araromi Ota",Nigeria,6.7121,3.0757,False,
"Ebenezer African Church Primary School Ii, Ewupe Ota",Nigeria,6.7124,3.1966,True,Ifo (2 events)
St. Peters Primary School Amode-Ota,Nigeria,6.6717,3.0445,False,
مدرسة العروب اللبنات,Palestine,31.621273,35.136903,False,
"בי""ס אלמוטראן",Palestine,31.787622,35.22874,True,Bethlehem (68 events)
"בי""ס כי""ח",Palestine,31.767973,35.176281,True,Bethlehem (68 events)
"בי""ס היובל",Palestine,31.749301,35.171383,True,Bethlehem (68 events)
בית יעקב,Palestine,31.795998,35.20012,True,Ramallah and Al Bireh (150 events)
"מרכז טכנולוגי אמי""ת",Palestine,31.754999,35.172091,True,Bethlehem (68 events)
lecture theatre A,Nigeria,10.305201,11.175734,True,Gombe (1 events)
Geology Visiting lecturers Office,Nigeria,10.304849,11.175387,True,Gombe (1 events)
ETF-CERC GOMBE Admin block comprence room 2,Nigeria,10.303544,11.16015,True,Gombe (1 events)
lecture theatre B,Nigeria,10.305234,11.175572,True,Gombe (1 events)
science 2,Nigeria,10.288157,11.156174,True,Gombe (1 events)
madarasatul Alaramma malan gambo littah fizzul Quran,Nigeria,10.288985,11.158528,True,Gombe (1 events)
Government day senior secondary school herwagana,Nigeria,10.284603,11.176963,True,Gombe (1 events)
kwadon primary school,Nigeria,10.276311,11.286989,False,
Royal Step Academy,Nigeria,9.018685,7.420742,False,
"בי""ס שדי חמד",Palestine,31.779726,35.297699,False,
"בי""ס מעלה התורה",Palestine,31.776912,35.303605,False,
Rafat Secondary School For Boys,Palestine,32.078229,35.04037,False,
Al Zawia Elimentary School For Boys,Palestine,32.096089,35.040122,False,
Rafat Secondary School For Girls,Palestine,32.07863,35.042454,False,
Dair Al Balout Secondary School For Girls,Palestine,32.06484,35.023871,False,
Al Zawia Secondary School For Boys,Palestine,32.096966,35.031773,False,
Qarawat Bani Hassan Secondary School For Boys,Palestine,32.12888,35.102905,True,Salfit (50 events)
Dair Al Balout Secondary School For Boys,Palestine,32.066018,35.020294,False,
Yosef Odeh Elementary School For Girls,Palestine,32.179727,34.966589,True,Qalqilya (66 events)
Al-Awdah Elementary School,Palestine,32.192645,34.964007,True,Qalqilya (66 events)
Shebteen High Mixed School,Palestine,31.971647,35.049865,False,
Rowad Al Ghad,Palestine,31.851288,35.227707,True,Al Quds (93 events)
Qalandya Elementary School,Palestine,31.861814,35.206865,True,Al Quds (93 events)
"בי""ס ממלכתי ב",Palestine,31.780383,35.297656,False,
St John's Primary School,Nigeria,7.461672,5.432366,False,
St Mark's High School,Nigeria,7.462229,5.43146,False,
Jauro Tudun Wada Primary School,Nigeria,10.300457,11.171084,True,Gombe (1 events)
Royal Heritage Academy,Nigeria,9.935971,8.917412,True,Jos North (8 events)
Divine Grace Schools,Nigeria,9.936512,8.917241,True,Jos North (8 events)
male Rest Room,Nigeria,10.305939,11.175408,True,Gombe (1 events)
Faculty of Biosciences,Nigeria,6.251847,7.115123,True,Awka South (5 events)
"Olabisi Onabanjo University, Ibogun",Nigeria,6.811178,3.111327,False,
ישיבה תיכונית,Palestine,31.544125,35.122067,True,Hebron (147 events)
בית ספר,Palestine,31.542836,35.120066,True,Hebron (147 events)
ישיבת הסדר אהל אברהם,Palestine,31.528971,35.116961,True,Hebron (147 events)
"בי""ס עשה חיל",Palestine,31.656347,35.151216,True,Bethlehem (68 events)
"בי""ס אורות עציון לבנות",Palestine,31.652486,35.151654,True,Bethlehem (68 events)
Senete chamber Gombe state University,Nigeria,10.303249,11.172811,True,Gombe (1 events)
مدرسة الجيل الجديد,Palestine,31.623568,35.156525,False,
סמינר בית ברכה,Palestine,31.696803,35.106232,True,Bethlehem (68 events)
"בי""ס אריכות חיים",Palestine,31.699971,35.111489,True,Bethlehem (68 events)
סמינר נתיבות חכמה,Palestine,31.701909,35.108227,True,Bethlehem (68 events)
תלמוד תורה נפש החיים,Palestine,31.699994,35.105307,True,Bethlehem (68 events)
תלמוד תורה תורת משה,Palestine,31.700017,35.113029,True,Bethlehem (68 events)
ישיבת מעלות יהודה,Palestine,31.704253,35.120807,True,Bethlehem (68 events)
"בי""ס אור עולם",Palestine,31.70403,35.121161,True,Bethlehem (68 events)
תלמוד תורה - נתיבות עולם,Palestine,31.703131,35.120813,True,Bethlehem (68 events)
בית ספר לבנות,Palestine,31.702667,35.111814,True,Bethlehem (68 events)
"בי""ס ברכת אברהם סלונים",Palestine,31.70403,35.115681,True,Bethlehem (68 events)
ישיבת תפארת יוחנן,Palestine,31.703591,35.115096,True,Bethlehem (68 events)
"בי""ס בית יעקב נאות רחל",Palestine,31.700912,35.110072,True,Bethlehem (68 events)
"בי""ס אמי""ת",Palestine,31.777183,35.306288,False,
"בי""ס דקל וילנאי",Palestine,31.771065,35.296575,False,
Anas Bin Malik School,Palestine,31.513571,35.111249,True,Hebron (147 events)
בית ספר,Palestine,31.860913,35.176932,True,Al Quds (93 events)
Degracia Model Secondary School,Nigeria,9.138299,7.370567,False,
Omega High School,Nigeria,9.871635,8.93331,True,Jos North (8 events)
Kingdomite Academy,Nigeria,9.873941,8.934537,True,Jos North (8 events)
"SCIENCE PROJECT PRI and SEC SCHOOL, UNGUWA UKU",Nigeria,11.957721,8.562055,True,Kano Municipal (3 events)
ST Malachy Academy,Nigeria,10.67742,8.288102,False,
School of Nursing and Midwifery,Nigeria,10.336146,9.84491,True,Bauchi (7 events)
Thomas Moore College of Health Technology,Nigeria,10.319798,9.833377,True,Bauchi (7 events)
"Federal University of Technology Minna, Bosso Campus",Nigeria,9.656069,6.528752,False,
"Bauchi State University, Bauchi Campus",Nigeria,10.313457,9.825624,True,Bauchi (7 events)
"Dore Numa College, Warri",Nigeria,5.50773,5.762331,True,Udu (7 events)
Nana College Warri,Nigeria,5.521395,5.740207,True,Uvwie (5 events)
Dom Domingos College Warri,Nigeria,5.537994,5.743079,True,Uvwie (5 events)
Federal Government College Warri,Nigeria,5.53011,5.723882,True,Uvwie (5 events)
Tariq Bin Ziad Secondary School For Boys,Palestine,31.518954,35.110863,True,Hebron (147 events)
Edo College,Nigeria,6.332328,5.646953,True,Egor (1 events)
"faculty of law, unijos",Nigeria,9.961016,8.883534,True,Jos North (8 events)
Sabon Kaura Primary School,Nigeria,10.292758,9.786163,True,Bauchi (7 events)
state primary school (rumueme),Nigeria,4.826168,6.981357,True,Obio (5 events)
Community Secondary School Obelle,Nigeria,5.067874,6.812937,False,
St. Paul Secondary School,Nigeria,10.320308,9.832979,True,Bauchi (7 events)
Our Lady's Nur/Pri School,Nigeria,10.319564,9.833009,True,Bauchi (7 events)
Kobi Primary School,Nigeria,10.311461,9.839211,True,Bauchi (7 events)
Government Day,Nigeria,10.329648,9.814568,True,Bauchi (7 events)
Army Children School,Nigeria,10.330736,9.814058,True,Bauchi (7 events)
Command Secondary School,Nigeria,10.334112,9.814504,True,Bauchi (7 events)
Nassarawa Primary School,Nigeria,10.308067,9.83625,True,Bauchi (7 events)
Ogiame Primary School Warri,Nigeria,5.522919,5.731153,True,Uvwie (5 events)
Star Hope Nursery and Primary School,Nigeria,8.941772,7.433287,False,
Yonwuren College Warri,Nigeria,5.528773,5.717296,True,Uvwie (5 events)
Jumol International Academy,Nigeria,9.143101,7.380528,False,
Confidence INT'L Academy,Nigeria,9.141852,7.381275,False,
Command Secondary School Abakaliki,Nigeria,6.257278,8.111405,True,Abakaliki (2 events)
Adamawa Agricultural Development Program,Nigeria,9.207772,12.487611,False,
Hammawa Primary School,Nigeria,9.206758,12.486451,False,
School for Arqabic and Islamic Studies,Nigeria,9.206675,12.487795,False,
School of Postgraduate,Nigeria,9.968386,8.880106,True,Jos North (8 events)
Unguwa Uku Science primary and Secondary school Kano,Nigeria,11.957778,8.562065,True,Kano Municipal (3 events)
"ת""ת קדושת התורה",Palestine,31.793421,35.221381,True,Bethlehem (68 events)
"ת""ת מחזיקי הדת בעלז",Palestine,31.793165,35.206801,True,Bethlehem (68 events)
"בי""ס דרכי אבות",Palestine,31.796175,35.210846,True,Ramallah and Al Bireh (150 events)
"בי""ס מיימון",Palestine,31.788698,35.19667,True,Bethlehem (68 events)
"ת""ת אבני שלמה",Palestine,31.790496,35.193851,True,Bethlehem (68 events)
ישיבת נר משה,Palestine,31.791608,35.193366,True,Bethlehem (68 events)
Nkwegu Community Primary School,Nigeria,6.251463,8.110041,True,Abakaliki (2 events)
"בי""ס גילה א'",Palestine,31.734407,35.19943,True,Bethlehem (68 events)
P.H.E Department,Nigeria,9.972995,8.889706,True,Jos North (8 events)
unijos ICT permanent site,Nigeria,9.965571,8.883384,True,Jos North (8 events)
A'NA'AN ACADEMY FURAKA,Nigeria,9.911952,8.920273,True,Jos North (8 events)
Rosy Premium Success Academy Nursery and Primary School Kuchigoro,Nigeria,9.017517,7.419634,False,
Department of Building,Nigeria,9.967356,8.879268,True,Jos North (8 events)
Ikengbuwa Primary School,Nigeria,5.527824,5.736386,True,Uvwie (5 events)
Alders Town Primary School Warri,Nigeria,5.511071,5.753783,True,Udu (7 events)
Madaratsul tafuzal quran,Nigeria,9.016867,7.422165,False,
Williams School,Nigeria,11.111629,7.721997,True,Sabon Gari (4 events)
"Holy Rosary College Uwani, Enugu",Nigeria,6.429425,7.495381,True,Enugu North (4 events)
Dinny Green international School,Nigeria,4.866164,7.036488,True,Obio (5 events)
Vibrant Child Nursery and primary School,Nigeria,4.88825,7.129835,True,Oyigbo (2 events)
St Brigid primary & nursery school,Nigeria,5.522776,7.265189,True,Ahiazu Mbaise (1 events)
"Mount Ephraim school, Calabar",Nigeria,4.999325,8.359778,True,Calabar Municipal (13 events)
"בי""ס נועם בנות",Palestine,31.784307,35.192377,True,Bethlehem (68 events)
UBAYYU BIN KAAB,Nigeria,12.041786,8.567066,True,Kano Municipal (3 events)
BARDEN BOKO COLLEGE,Nigeria,12.039169,8.570076,True,Kano Municipal (3 events)
GODIYA NURSERY AND PRIMARY SCHOOL,Nigeria,12.038249,8.568899,True,Kano Municipal (3 events)
TALENT INTERNATIONAL,Nigeria,12.039625,8.565751,True,Kano Municipal (3 events)
SAHABA MODEL SCIENCE ACADEMY,Nigeria,12.043588,8.564,True,Kano Municipal (3 events)
RAHAMA ACADEMY SCHOOL Z/MARIKITA,Nigeria,12.049899,8.577069,True,Kano Municipal (3 events)
HAYATUL ISLAMPRIMARY SCHOOL,Nigeria,12.044492,8.564657,True,Kano Municipal (3 events)
MAKARANTAR MAL AUWALU,Nigeria,12.044456,8.565208,True,Kano Municipal (3 events)
WISDOM INTERNATIONAL NURSERY SCHOOL,Nigeria,12.043103,8.572132,True,Kano Municipal (3 events)
AISHATU BEST ACADEMY (NUR./PRI.),Nigeria,12.042048,8.571291,True,Kano Municipal (3 events)
AISHATU BEST ACADEMY (JUNIOR),Nigeria,12.042187,8.570978,True,Kano Municipal (3 events)
AISHATU BEST ACADEMY (SENIOR),Nigeria,12.041976,8.571074,True,Kano Municipal (3 events)
MALAN USMAN ALMAJIRI SCHOOL,Nigeria,12.042897,8.56698,True,Kano Municipal (3 events)
MALAN KABIRU ALMAJIRI SCHOOL,Nigeria,12.042995,8.565148,True,Kano Municipal (3 events)
Zuhor Talfit,Palestine,32.085525,35.298287,False,
EMPHATIC MODEL SCHOOL,Nigeria,12.041595,8.567557,True,Kano Municipal (3 events)
Mosfit private school,Nigeria,6.525975,3.237839,True,Alimosho (5 events)
House,Nigeria,6.524763,3.240084,True,Alimosho (5 events)
Tutorial lesson,Nigeria,6.524151,3.239459,True,Alimosho (5 events)
Al ibadah children School,Nigeria,6.522484,3.237516,True,Alimosho (5 events)
Bridge School,Nigeria,6.522517,3.23614,True,Alimosho (5 events)
Loveone Academy,Nigeria,6.527491,3.237274,True,Alimosho (5 events)
PILLARS COLLEGE,Nigeria,6.521673,3.233245,True,Alimosho (5 events)
St Mary Grace School,Nigeria,6.525701,3.232988,True,Alimosho (5 events)
ISLAMIYYA,Nigeria,12.040797,8.571342,True,Kano Municipal (3 events)
MAKARANTAR MALAN AUWAL,Nigeria,12.044437,8.565398,True,Kano Municipal (3 events)
SABIL INTERNATIONAL ACADEMY,Nigeria,12.044184,8.565282,True,Kano Municipal (3 events)
MADARASATUL KHALID BIN WALID ISLAMIYYA,Nigeria,12.043415,8.567237,True,Kano Municipal (3 events)
MADARASATUL SUNNATU NABIYYI,Nigeria,12.042961,8.567985,True,Kano Municipal (3 events)
MALAN YUSHA'U NA ANNABI QUR'ANIC SCHOOL,Nigeria,12.042473,8.564833,True,Kano Municipal (3 events)
NANA KHADIJA INTERNATIONAL SCHOOL,Nigeria,12.039238,8.564703,True,Kano Municipal (3 events)
PEAK HELGHT NURSERY SCHOOL,Nigeria,12.040352,8.564646,True,Kano Municipal (3 events)
SUCCESS ACADEMY,Nigeria,12.041825,8.564252,True,Kano Municipal (3 events)
SAHABAMODEL SCIENCE ACADEMY SCHOOL,Nigeria,12.043582,8.563672,True,Kano Municipal (3 events)
BRIGHT FUTURE SCIENCE ACADEMY,Nigeria,12.043342,8.569295,True,Kano Municipal (3 events)
DYNAMIC WISDOM INTERNATIONAL SCHOOL,Nigeria,12.043541,8.570319,True,Kano Municipal (3 events)
WISDOM INTERNATIONAL JUNIOR SEC. SCH.,Nigeria,12.04391,8.571562,True,Kano Municipal (3 events)
HASINAH MEMORIAL,Nigeria,12.055295,8.581587,True,Kano Municipal (3 events)
MADRASATUL ZADUL MA AM ISLAMIYYA,Nigeria,12.055323,8.581965,True,Kano Municipal (3 events)
MAKARANTAR MALAM SUNUSI,Nigeria,12.041521,8.562257,True,Kano Municipal (3 events)
NURUL ISLAM,Nigeria,12.038635,8.56309,True,Kano Municipal (3 events)
MAKARATAR MARAYU DA MASU KARAMIN KARFI,Nigeria,12.03534,8.564167,True,Kano Municipal (3 events)
BARANTAR MALAM SANI,Nigeria,12.04422,8.562593,True,Kano Municipal (3 events)
ROYAL ACADEMY,Nigeria,12.03685,8.564987,True,Kano Municipal (3 events)
SASIF MODEL NUR & PRI SCHOOL,Nigeria,12.042529,8.5692,True,Kano Municipal (3 events)
NASARATUDDEEN ISLAMIYYA,Nigeria,12.042357,8.569461,True,Kano Municipal (3 events)
DARUL QUR'AN ISLAMIYYA SCHOOL,Nigeria,12.040182,8.569025,True,Kano Municipal (3 events)
MADARASATUL TA'ALIMUL QUR'AN,Nigeria,12.040532,8.569914,True,Kano Municipal (3 events)
AMANA SCHOOL,Nigeria,12.037795,8.567754,True,Kano Municipal (3 events)
TALENT INTL ACADEMY,Nigeria,12.037004,8.566345,True,Kano Municipal (3 events)
SAHABA ONE,Nigeria,12.044314,8.564175,True,Kano Municipal (3 events)
ANDAL BEST ACADEMY SCHOOL,Nigeria,12.040879,8.5685,True,Kano Municipal (3 events)
ALHAJI YUSUF GARBA ALI ISLAMIC FOUNDATION,Nigeria,12.036019,8.56536,True,Kano Municipal (3 events)
DARUSSUNNAH LITAHFEEZIL QUR'AN,Nigeria,12.039102,8.564337,True,Kano Municipal (3 events)
ROYAL,Nigeria,12.03724,8.564153,True,Kano Municipal (3 events)
ADAMU A C SCIENCE ACADEMY,Nigeria,12.041096,8.562753,True,Kano Municipal (3 events)
DA AWATUNNABIYYU,Nigeria,12.042026,8.562803,True,Kano Municipal (3 events)
ADAMU A C SCIENCE ACADEMY SCHOOHL,Nigeria,12.041325,8.563538,True,Kano Municipal (3 events)
ROYAL ACADEMY,Nigeria,12.036307,8.564367,True,Kano Municipal (3 events)
ALHASAN MEMORIAL,Nigeria,12.040023,8.564497,True,Kano Municipal (3 events)
Esteemed Private School,Nigeria,9.935608,8.91002,True,Jos North (8 events)
Eunandy Learning Center,Nigeria,5.54111,5.769594,True,Udu (7 events)
"Pessu Primary School, Warri",Nigeria,5.51193,5.76374,True,Udu (7 events)
Royal Exams Preparatory Class,Nigeria,5.531511,5.757151,True,Udu (7 events)
Precious Seeds Academy,Nigeria,5.561513,5.771892,True,Uvwie (5 events)
Enhance Academy,Nigeria,5.560425,5.770658,True,Uvwie (5 events)
State School Okugbe Primary School,Nigeria,5.562137,5.744535,True,Uvwie (5 events)
Fantasy Junior School,Nigeria,5.559026,5.764274,True,Uvwie (5 events)
Prevailing Word Group of Schools,Nigeria,5.535104,5.750891,True,Uvwie (5 events)
Aunty Pat School,Nigeria,5.531283,5.745145,True,Uvwie (5 events)
Esedo Primary School  III,Nigeria,5.55207,5.782316,True,Udu (7 events)
PTI,Nigeria,5.569283,5.795471,True,Uvwie (5 events)
Izisco Obos Institute of Maritime Studies and Texh,Nigeria,5.538704,5.757393,True,Udu (7 events)
Roof Computer Academy,Nigeria,5.531383,5.744877,True,Uvwie (5 events)
ABUBAKAR SADIQ MEMORIAL INTERNATIONAL,Nigeria,12.043634,8.571276,True,Kano Municipal (3 events)
Twinkle Star School,Nigeria,5.533325,5.763918,True,Udu (7 events)
Maxim Schools,Nigeria,5.563093,5.775274,True,Uvwie (5 events)
Mount Horeb Schools,Nigeria,5.540995,5.769764,True,Udu (7 events)
Springwell School,Nigeria,5.535452,5.757358,True,Udu (7 events)
Kefe Academy,Nigeria,5.531704,5.754971,True,Udu (7 events)
Christ d King School,Nigeria,5.55867,5.774489,True,Uvwie (5 events)
Glorious Kid Academy,Nigeria,5.55422,5.777734,True,Udu (7 events)
Nobel Stride Schools,Nigeria,5.562425,5.773461,True,Uvwie (5 events)
Rojoe Academy,Nigeria,5.567747,5.772916,True,Uvwie (5 events)
Maryland Group of Schools,Nigeria,5.568954,5.763191,True,Uvwie (5 events)
Christ the Redeemer's Primeseed Scho,Nigeria,5.542492,5.764386,True,Udu (7 events)
St. Luke's School,Nigeria,5.547315,5.770961,True,Udu (7 events)
Maryland Intl. School,Nigeria,5.566377,5.777662,True,Uvwie (5 events)
Chosenlight Academy,Nigeria,5.565437,5.782685,True,Uvwie (5 events)
Crestview School,Nigeria,5.570334,5.744984,True,Uvwie (5 events)
MUASSA ISLAMIYYA,Nigeria,12.044625,8.571604,True,Kano Municipal (3 events)
UMMUL KHAIRI ISLAMIYYA,Nigeria,12.042983,8.566432,True,Kano Municipal (3 events)
Light Life Group of Schools,Nigeria,5.54332,5.781631,True,Udu (7 events)
"St. Paul's Nursery and Primary School, Warri City",Nigeria,5.507914,5.762872,True,Udu (7 events)
Eagle West School,Nigeria,5.53001,5.747697,True,Uvwie (5 events)
Alden Schools,Nigeria,5.54019,5.77981,True,Udu (7 events)
Royal Springfield Intl. School,Nigeria,5.539707,5.759579,True,Udu (7 events)
Madonna Model School,Nigeria,5.543321,5.738285,True,Uvwie (5 events)
Genesis International School,Nigeria,5.530642,5.751616,True,Udu (7 events)
Crystolite School,Nigeria,5.551185,5.776047,True,Udu (7 events)
APEX SUCCESS ITNL SCHOOLS,Nigeria,12.045176,8.565286,True,Kano Municipal (3 events)
NANA RUKAIYYA PRIMARY SCHOOL,Nigeria,12.045595,8.565715,True,Kano Municipal (3 events)
IMAM MALIK PRIMARY,Nigeria,12.049216,8.574097,True,Kano Municipal (3 events)
FAIR MINDED ACADAMY,Nigeria,12.048052,8.574923,True,Kano Municipal (3 events)
Jerusalem Mission Sch,Nigeria,9.937278,8.911366,True,Jos North (8 events)
MAKARANTAR LAYIN ISIYAKU MAI KIFI,Nigeria,11.956562,8.471478,True,Kano Municipal (3 events)
First winner's nursery & primary school,Nigeria,6.530427,3.23156,True,Alimosho (5 events)
Denoy kids academy & college,Nigeria,6.522448,3.228363,True,Alimosho (5 events)
Magic Touch schools,Nigeria,5.53024,5.756739,True,Udu (7 events)
Unity Life Nusary and Primary School,Nigeria,5.535571,5.7539,True,Udu (7 events)
Top Nursery and Primary School,Nigeria,5.536949,5.760757,True,Udu (7 events)
Love Pat Academy,Nigeria,5.554119,5.781786,True,Udu (7 events)
Riser Nursery and Primary School,Nigeria,5.566477,5.783078,True,Uvwie (5 events)
Zicla Intl. School,Nigeria,5.542577,5.76509,True,Udu (7 events)
Dynamic Schools,Nigeria,5.53719,5.760691,True,Udu (7 events)
Highhills,Nigeria,5.548279,5.774637,True,Udu (7 events)
JEMFAS SCHOOLS,Nigeria,6.521117,3.22904,True,Alimosho (5 events)
Triple b nursery and primary,Nigeria,6.522779,3.234354,True,Alimosho (5 events)
DE MICROBYTES,Nigeria,6.520079,3.231677,True,Alimosho (5 events)
Danny grace academy,Nigeria,6.521542,3.23233,True,Alimosho (5 events)
AULAD INTNL SCHOOL,Nigeria,12.049672,8.575022,True,Kano Municipal (3 events)
DARUL SAHABA,Nigeria,11.956566,8.47198,True,Kano Municipal (3 events)
BINAYAH MODEL SCHOOLS,Nigeria,11.956546,8.471858,True,Kano Municipal (3 events)
READING ACADEMY,Nigeria,11.961231,8.474429,True,Kano Municipal (3 events)
MAKARANTAR MALAM MAI KUMSA,Nigeria,11.961622,8.475163,True,Kano Municipal (3 events)
BILAL ACADEMY,Nigeria,11.962081,8.476044,True,Kano Municipal (3 events)
UMMUL QURA ISLAMIYYA,Nigeria,11.964341,8.477558,True,Kano Municipal (3 events)
ABDULLAH BIN ABBAS PRIMARY SCHOOL,Nigeria,11.963493,8.476461,True,Kano Municipal (3 events)
MUBINA GROUP OF SCHOOL,Nigeria,11.966275,8.4782,True,Kano Municipal (3 events)
PEACE INTERNATIONAL COLLEGE,Nigeria,11.967405,8.474801,True,Kano Municipal (3 events)
GOV'T SECOND SCHOOL DORAYI KARAMA,Nigeria,11.967806,8.47271,True,Kano Municipal (3 events)
BABAN ABBA SCHOOL,Nigeria,11.960722,8.477714,True,Kano Municipal (3 events)
MIGA INTERNATIONAL ACADEMY,Nigeria,11.961406,8.475126,True,Kano Municipal (3 events)
MADARATU UBAIYI BIN KA'AB,Nigeria,11.963068,8.479507,True,Kano Municipal (3 events)
PREMIER COLLEGE OF ART AND SCIENCE SCHOOL,Nigeria,11.963102,8.479594,True,Kano Municipal (3 events)
ULUMUDDEN ISLAMIYA,Nigeria,12.038759,8.564848,True,Kano Municipal (3 events)
SULTAN ROYAL ACADEMY;HAFSA ACADEMY KANO;UMMULKHAIR ISLAMIYYA AND PRIMARY SCHOOL,Nigeria,11.959532,8.473487,True,Kano Municipal (3 events)
DR.MORIKI ISLAMIC ACADEMY,Nigeria,11.960194,8.478636,True,Kano Municipal (3 events)
ABU HANIFA ACADEMY,Nigeria,11.959113,8.478515,True,Kano Municipal (3 events)
BEST TALENTS ACADEMY,Nigeria,11.968882,8.47209,True,Kano Municipal (3 events)
ANNOOR ACADEMY,Nigeria,11.959382,8.471305,True,Kano Municipal (3 events)
TSANGAYAR MALAN BALA,Nigeria,11.959116,8.471044,True,Kano Municipal (3 events)
BINAYAT MODEL SCHOOLS,Nigeria,11.959667,8.470558,True,Kano Municipal (3 events)
ALYUSIRA MODEL SCHOOLS,Nigeria,11.959802,8.470185,True,Kano Municipal (3 events)
HEART LAND SPECIAL ACADEMY,Nigeria,11.960389,8.470437,True,Kano Municipal (3 events)
IMAM SULAIMAN ACADEMY,Nigeria,11.961208,8.470662,True,Kano Municipal (3 events)
AMATULRAHAMAN ROYAL INTNL SCHOOLS,Nigeria,11.961158,8.468569,True,Kano Municipal (3 events)
AL-JAZEERA INTERNATIONAL ACADEMY,Nigeria,11.95955,8.474068,True,Kano Municipal (3 events)
SHARIF NUHU MEMORIAL,Nigeria,11.959553,8.475474,True,Kano Municipal (3 events)
MAI KANO ACADEMY,Nigeria,11.954462,8.471344,True,Kano Municipal (3 events)
RAYYAN MODEL SCHOOL,Nigeria,11.961269,8.479013,True,Kano Municipal (3 events)
Hajjah Elemintary School For Boys,Palestine,32.202171,35.130801,False,
School Under Construction,Palestine,32.142057,35.178857,True,Salfit (50 events)
Baqat Al Hatab,Palestine,32.20399,35.112127,False,
Selwad Secondary School For Girls,Palestine,31.986322,35.258,False,
Al 'ahd School,Palestine,31.852717,35.228361,True,Al Quds (93 events)
Hezma School For Boys,Palestine,31.835685,35.260021,True,Al Quds (93 events)
Jab' School For Girls,Palestine,31.858309,35.259571,True,Al Quds (93 events)
Kufur Nemah High School For Girls,Palestine,31.923896,35.097373,False,
Saffa High School For Boys,Palestine,31.905795,35.060431,False,
AL-FAUZ GLOBAL COLLEGE,Nigeria,11.967765,8.469697,True,Kano Municipal (3 events)
NASARUN MINALLAH MODEL,Nigeria,11.963421,8.476195,True,Kano Municipal (3 events)
ROYAL CHILD,Nigeria,11.966879,8.468673,True,Kano Municipal (3 events)
TWO STAR INTERNATIONAL SCHOOL,Nigeria,11.966533,8.467941,True,Kano Municipal (3 events)
MADINA COLLEGE OF HEALTH SCIENCES,Nigeria,11.966903,8.478298,True,Kano Municipal (3 events)
ZAM ZAM INTERNATIONAL SCHOOL,Nigeria,11.963214,8.467131,True,Kano Municipal (3 events)
GOVT GIRL DORAYI KARAMA,Nigeria,11.96669,8.473056,True,Kano Municipal (3 events)
Our Lady High School,Nigeria,5.546725,5.779198,True,Udu (7 events)
AL AZHAR COLLEGE OF SCIENCE AND HUMANITIES,Nigeria,11.962148,8.476161,True,Kano Municipal (3 events)
ABBA CUSTOM SPECIAL PRIMARY SCHOOL,Nigeria,11.963854,8.475246,True,Kano Municipal (3 events)
Bazaria Elemintaryi School For Girls,Palestine,32.307203,35.163185,False,
Beit Awa School for Boys,Palestine,31.505174,34.958585,False,
