name,amenity,country,iso3,source,latitude,longitude,addr_city,operator,building,near_hotspot,hotspot_info
,school,Burkina Faso,BFA,OSM,12.612,-0.05764,,,,False,
,school,Burkina Faso,BFA,OSM,12.65175,0.16068,,,,False,
,school,Burkina Faso,BFA,OSM,12.65182,0.16008,,,,False,
,school,Burkina Faso,BFA,OSM,12.74354,0.33562,,,,False,
,school,Burkina Faso,BFA,OSM,13.41861,-0.65687,,,,False,
,school,Burkina Faso,BFA,OSM,13.71718,-1.07953,,,,False,
,school,Burkina Faso,BFA,OSM,12.84204,-0.49074,,,,False,
,school,Burkina Faso,BFA,OSM,12.87644,-0.48744,,,,False,
,school,Burkina Faso,BFA,OSM,12.87647,-0.48702,,,,False,
,school,Burkina Faso,BFA,OSM,10.47056,-4.99562,,,,False,
,school,Burkina Faso,BFA,OSM,10.47974,-5.00385,,,,False,
,school,Burkina Faso,BFA,OSM,10.47128,-4.99603,,,,False,
,school,Burkina Faso,BFA,OSM,13.2495,-0.88877,,,,True,Sanmatenga (30 events)
,school,Burkina Faso,BFA,OSM,12.96709,-0.21367,,,,False,
,school,Burkina Faso,BFA,OSM,12.98206,-0.20763,,,,False,
,school,Burkina Faso,BFA,OSM,12.98131,-0.23412,,,,False,
,school,Burkina Faso,BFA,OSM,12.9815,-0.20751,,,,False,
,school,Burkina Faso,BFA,OSM,12.98799,-0.36353,,,,False,
,school,Burkina Faso,BFA,OSM,13.48574,-0.18973,,,,False,
,school,Burkina Faso,BFA,OSM,13.47862,-0.26885,,,,False,
,school,Burkina Faso,BFA,OSM,13.42152,-0.21164,,,,False,
,school,Burkina Faso,BFA,OSM,13.37687,-0.15536,,,,False,
,school,Burkina Faso,BFA,OSM,12.9277,-0.13761,,,,True,Gnagna (3 events)
,school,Burkina Faso,BFA,OSM,12.92859,-0.13782,,,,True,Gnagna (3 events)
,school,Burkina Faso,BFA,OSM,12.43652,-0.33231,,,,False,
,school,Burkina Faso,BFA,OSM,12.41488,-0.34334,,,,False,
,school,Burkina Faso,BFA,OSM,12.52633,-0.40315,,,,False,
,school,Burkina Faso,BFA,OSM,12.52628,-0.40379,,,,False,
,school,Burkina Faso,BFA,OSM,13.28723,-0.30376,,,,False,
,school,Burkina Faso,BFA,OSM,13.17274,-0.50564,,,,True,Namentenga (5 events)
,school,Burkina Faso,BFA,OSM,13.11699,-0.37411,,,,False,
,school,Burkina Faso,BFA,OSM,13.15166,-0.38437,,,,False,
,school,Burkina Faso,BFA,OSM,13.07759,-0.36896,,,,False,
,school,Burkina Faso,BFA,OSM,13.0154,-0.42529,,,,False,
,school,Burkina Faso,BFA,OSM,13.03975,-0.45091,,,,False,
,school,Burkina Faso,BFA,OSM,12.9856,-0.43945,,,,False,
,school,Burkina Faso,BFA,OSM,12.96756,-0.45033,,,,False,
,school,Burkina Faso,BFA,OSM,13.14115,-0.47759,,,,False,
,school,Burkina Faso,BFA,OSM,13.24078,-0.45305,,,,True,Namentenga (5 events)
,school,Burkina Faso,BFA,OSM,10.45921,-5.29835,,,,False,
,school,Burkina Faso,BFA,OSM,10.45825,-5.29832,,,,False,
,school,Burkina Faso,BFA,OSM,13.79979,-1.1558,,,,False,
,school,Burkina Faso,BFA,OSM,13.34466,-0.95078,,,,False,
,school,Burkina Faso,BFA,OSM,13.20925,-0.85309,,,,False,
,school,Burkina Faso,BFA,OSM,11.03782,-4.76814,,,,False,
,school,Burkina Faso,BFA,OSM,13.07241,-3.0659,,,,False,
,school,Burkina Faso,BFA,OSM,10.98189,-5.01375,,,,False,
,school,Burkina Faso,BFA,OSM,10.98215,-5.00984,,,,False,
,school,Burkina Faso,BFA,OSM,10.97909,-4.85952,,,,False,
,school,Burkina Faso,BFA,OSM,10.98964,-4.91228,,,,False,
,school,Burkina Faso,BFA,OSM,12.10872,-2.3236,,,,False,
,school,Burkina Faso,BFA,OSM,12.108,-2.32339,,,,False,
,school,Burkina Faso,BFA,OSM,11.74719,-2.06738,,,,False,
,school,Burkina Faso,BFA,OSM,11.75452,-2.07446,,,,False,
,school,Burkina Faso,BFA,OSM,12.38141,-0.60497,,,,False,
,school,Burkina Faso,BFA,OSM,12.57371,-3.96561,,,,False,
,school,Burkina Faso,BFA,OSM,13.27947,-0.18322,,,,False,
,school,Burkina Faso,BFA,OSM,13.19682,-0.27004,,,,False,
,school,Burkina Faso,BFA,OSM,13.18621,-0.27767,,,,False,
,school,Burkina Faso,BFA,OSM,13.21384,-0.25353,,,,False,
,school,Burkina Faso,BFA,OSM,10.55273,-5.16214,,,,False,
,school,Burkina Faso,BFA,OSM,10.58262,-5.25801,,,,False,
,school,Burkina Faso,BFA,OSM,10.63233,-5.2133,,,,False,
,school,Burkina Faso,BFA,OSM,10.48237,-5.31434,,,,False,
,school,Burkina Faso,BFA,OSM,10.63227,-5.21359,,,,False,
,school,Burkina Faso,BFA,OSM,10.48232,-5.31465,,,,False,
,school,Burkina Faso,BFA,OSM,10.62327,-5.24042,,,,False,
,school,Burkina Faso,BFA,OSM,10.74412,-4.15144,,,,False,
,school,Burkina Faso,BFA,OSM,10.69483,-4.21628,,,,False,
,school,Burkina Faso,BFA,OSM,12.99984,-3.9456,,,,False,
,school,Burkina Faso,BFA,OSM,12.99976,-3.94589,,,,False,
,school,Burkina Faso,BFA,OSM,12.35549,-3.43247,,,,False,
,school,Burkina Faso,BFA,OSM,11.08473,0.58149,,,,False,
,school,Burkina Faso,BFA,OSM,10.71743,-5.34036,,,,False,
,school,Burkina Faso,BFA,OSM,10.71747,-5.34006,,,,False,
,school,Burkina Faso,BFA,OSM,11.07813,-4.76235,,,,False,
,school,Burkina Faso,BFA,OSM,10.94594,-2.89851,,,,False,
,school,Burkina Faso,BFA,OSM,11.11437,-2.93045,,,,False,
,school,Burkina Faso,BFA,OSM,11.20538,-4.31764,,,,False,
,school,Burkina Faso,BFA,OSM,11.20971,-4.3201,,,,False,
,school,Burkina Faso,BFA,OSM,11.19867,-4.32363,,,,False,
,school,Burkina Faso,BFA,OSM,10.88869,-3.26201,,,,False,
,school,Burkina Faso,BFA,OSM,10.8888,-3.2616,,,,False,
,school,Burkina Faso,BFA,OSM,12.40652,-1.45656,,,,False,
,school,Burkina Faso,BFA,OSM,11.20692,-4.43712,,,,False,
,school,Burkina Faso,BFA,OSM,12.32672,-1.56045,,,,True,Kadiogo (8 events)
,school,Burkina Faso,BFA,OSM,10.97909,-4.85926,,,,False,
,school,Burkina Faso,BFA,OSM,10.9822,-5.01018,,,,False,
,school,Burkina Faso,BFA,OSM,10.98967,-4.9126,,,,False,
,school,Burkina Faso,BFA,OSM,10.98193,-5.01342,,,,False,
,school,Burkina Faso,BFA,OSM,10.55269,-5.16259,,,,False,
,school,Burkina Faso,BFA,OSM,10.51677,-3.07791,,,,False,
,school,Burkina Faso,BFA,OSM,10.47618,-3.09492,,,,False,
,school,Burkina Faso,BFA,OSM,10.4355,-3.12777,,,,False,
,school,Burkina Faso,BFA,OSM,10.42795,-3.0682,,,,False,
,school,Burkina Faso,BFA,OSM,10.403,-2.84225,,,,False,
,school,Burkina Faso,BFA,OSM,10.40023,-2.94679,,,,False,
,school,Burkina Faso,BFA,OSM,10.40565,-2.96962,,,,False,
,school,Burkina Faso,BFA,OSM,10.44782,-2.98412,,,,False,
,school,Burkina Faso,BFA,OSM,11.17378,-4.27382,,,,False,
,school,Burkina Faso,BFA,OSM,10.93922,-3.38313,,,,True,Bougouriba (1 events)
,school,Burkina Faso,BFA,OSM,10.76171,-3.10911,,,,False,
,school,Burkina Faso,BFA,OSM,10.94814,-2.92111,,,,False,
,school,Burkina Faso,BFA,OSM,10.84731,-2.92295,,,,False,
,school,Burkina Faso,BFA,OSM,10.84909,-2.92531,,,,False,
,school,Burkina Faso,BFA,OSM,10.84271,-2.93739,,,,False,
,school,Burkina Faso,BFA,OSM,10.93479,-2.85567,,,,False,
,school,Burkina Faso,BFA,OSM,11.08837,-3.93738,,,,False,
,school,Burkina Faso,BFA,OSM,11.15517,-4.15843,,,,False,
,school,Burkina Faso,BFA,OSM,11.19463,-3.90952,,,,False,
,school,Burkina Faso,BFA,OSM,11.307,-3.92273,,,,False,
,school,Burkina Faso,BFA,OSM,11.3334,-3.91612,,,,False,
,school,Burkina Faso,BFA,OSM,11.29446,-3.94753,,,,False,
,school,Burkina Faso,BFA,OSM,11.24778,-4.02952,,,,False,
,school,Burkina Faso,BFA,OSM,11.30723,-4.12552,,,,False,
,school,Burkina Faso,BFA,OSM,11.32029,-4.12749,,,,False,
,school,Burkina Faso,BFA,OSM,11.11578,-2.93323,,,,False,
,school,Burkina Faso,BFA,OSM,11.11722,-3.11356,,,,False,
,school,Burkina Faso,BFA,OSM,11.10518,-3.17916,,,,False,
,school,Burkina Faso,BFA,OSM,10.9781,-3.24384,,,,False,
,school,Burkina Faso,BFA,OSM,10.97514,-3.24263,,,,False,
,school,Burkina Faso,BFA,OSM,10.65442,-2.94612,,,,False,
,school,Burkina Faso,BFA,OSM,10.38726,-3.16628,,,,False,
,school,Burkina Faso,BFA,OSM,11.8441,-3.76944,,,,False,
,school,Burkina Faso,BFA,OSM,11.7051,-3.84583,,,,False,
,school,Burkina Faso,BFA,OSM,11.60624,-3.94631,,,,False,
,school,Burkina Faso,BFA,OSM,11.30304,-4.17191,,,,False,
,school,Burkina Faso,BFA,OSM,11.33126,-4.12095,,,,False,
,school,Burkina Faso,BFA,OSM,11.36282,-4.09566,,,,False,
,school,Burkina Faso,BFA,OSM,11.41616,-4.04608,,,,False,
,school,Burkina Faso,BFA,OSM,11.07298,-2.0373,,,,False,
,school,Burkina Faso,BFA,OSM,11.08542,-2.11148,,,,False,
,school,Burkina Faso,BFA,OSM,11.80813,-2.67244,,,,False,
,school,Burkina Faso,BFA,OSM,11.85911,-2.97528,,,,False,
,school,Burkina Faso,BFA,OSM,11.38109,-3.61323,,,,False,
,school,Burkina Faso,BFA,OSM,11.29672,-3.52631,,,,False,
,school,Burkina Faso,BFA,OSM,11.20356,-3.81033,,,,False,
,school,Burkina Faso,BFA,OSM,10.77159,-3.47437,,,,False,
,school,Burkina Faso,BFA,OSM,11.06672,-2.15613,,,,False,
,school,Burkina Faso,BFA,OSM,11.35957,-2.25479,,,,False,
,school,Burkina Faso,BFA,OSM,11.35971,-2.16635,,,,False,
,school,Burkina Faso,BFA,OSM,11.78466,-1.36191,,,,False,
,school,Burkina Faso,BFA,OSM,12.0566,-1.59804,,,,False,
,school,Burkina Faso,BFA,OSM,12.21121,-1.81864,,,,False,
,school,Burkina Faso,BFA,OSM,12.17601,-1.80051,,,,False,
,school,Burkina Faso,BFA,OSM,12.11627,-1.74665,,,,False,
,school,Burkina Faso,BFA,OSM,12.23569,-1.72574,,,,False,
,school,Burkina Faso,BFA,OSM,12.27006,-1.70342,,,,False,
,school,Burkina Faso,BFA,OSM,11.30893,-4.0853,,,,False,
,school,Burkina Faso,BFA,OSM,11.41812,-4.24918,,,,True,Houet (1 events)
,school,Burkina Faso,BFA,OSM,11.97546,-3.42744,,,,False,
,school,Burkina Faso,BFA,OSM,12.11022,-3.57094,,,,False,
,school,Burkina Faso,BFA,OSM,12.06286,-3.43017,,,,False,
,school,Burkina Faso,BFA,OSM,12.24219,-3.536,,,,False,
,school,Burkina Faso,BFA,OSM,12.32122,-1.5746,,,,True,Kadiogo (8 events)
,school,Burkina Faso,BFA,OSM,12.38474,-1.45768,,,,True,Kadiogo (8 events)
,school,Burkina Faso,BFA,OSM,12.33155,-1.52968,,,,True,Kadiogo (8 events)
,school,Burkina Faso,BFA,OSM,12.2973,-1.7696,,,,False,
,school,Burkina Faso,BFA,OSM,12.25891,-2.05764,,,,False,
,school,Burkina Faso,BFA,OSM,12.25243,-2.14118,,,,False,
,school,Burkina Faso,BFA,OSM,12.27375,-2.37021,,,,False,
,school,Burkina Faso,BFA,OSM,12.25872,-2.37635,,,,False,
,school,Burkina Faso,BFA,OSM,12.24135,-2.36399,,,,False,
,school,Burkina Faso,BFA,OSM,11.11996,-4.37632,,,,False,
,school,Burkina Faso,BFA,OSM,11.19698,-4.28034,,,,False,
,school,Burkina Faso,BFA,OSM,11.18842,-4.28045,,,,False,
,school,Burkina Faso,BFA,OSM,11.13704,-4.2807,,,,False,
,school,Burkina Faso,BFA,OSM,11.07783,-4.34055,,,,False,
,school,Burkina Faso,BFA,OSM,11.03641,-2.08919,,,,False,
,school,Burkina Faso,BFA,OSM,11.00156,-2.08357,,,,False,
,school,Burkina Faso,BFA,OSM,13.16663,-2.43468,,,,False,
,school,Burkina Faso,BFA,OSM,14.49236,-0.11278,,,,False,
,school,Burkina Faso,BFA,OSM,14.70713,-0.8279,,,,False,
,school,Burkina Faso,BFA,OSM,12.82573,-1.05609,,,,False,
,school,Burkina Faso,BFA,OSM,11.08788,-4.36166,,,,False,
,school,Burkina Faso,BFA,OSM,12.40192,-1.43668,,,,False,
,school,Burkina Faso,BFA,OSM,11.86146,1.69977,,,,False,
,school,Burkina Faso,BFA,OSM,11.79571,1.73519,,,,False,
,school,Burkina Faso,BFA,OSM,11.17121,0.8364,,,,False,
,school,Burkina Faso,BFA,OSM,11.1574,0.71433,,,,False,
,school,Burkina Faso,BFA,OSM,11.23878,0.71519,,,,False,
,school,Burkina Faso,BFA,OSM,11.24562,0.69904,,,,False,
,school,Burkina Faso,BFA,OSM,11.79782,0.43335,,,,False,
,school,Burkina Faso,BFA,OSM,12.32333,-1.57205,,,,True,Kadiogo (8 events)
,school,Burkina Faso,BFA,OSM,11.18648,-4.31062,,,,False,
,school,Burkina Faso,BFA,OSM,11.18718,-4.31063,,,,False,
,school,Burkina Faso,BFA,OSM,11.18654,-4.31109,,,,False,
,school,Burkina Faso,BFA,OSM,11.18692,-4.3111,,,,False,
,school,Burkina Faso,BFA,OSM,11.18713,-4.31031,,,,False,
,school,Burkina Faso,BFA,OSM,11.18736,-4.31498,,,,False,
,school,Burkina Faso,BFA,OSM,11.18679,-4.31507,,,,False,
,school,Burkina Faso,BFA,OSM,11.19527,-0.57599,,,,False,
,school,Burkina Faso,BFA,OSM,12.32246,-1.51196,,,,True,Kadiogo (8 events)
,school,Burkina Faso,BFA,OSM,12.32315,-1.51559,,,,True,Kadiogo (8 events)
,school,Burkina Faso,BFA,OSM,13.99146,-1.63822,,,,False,
,school,Burkina Faso,BFA,OSM,14.2425,-1.5099,,,,False,
,school,Burkina Faso,BFA,OSM,14.27946,-1.44811,,,,False,
,school,Burkina Faso,BFA,OSM,13.16681,-2.47605,,,,False,
,school,Burkina Faso,BFA,OSM,13.20825,-2.3884,,,,True,Zondoma (3 events)
,school,Burkina Faso,BFA,OSM,11.26711,-2.26068,,,,False,
,school,Burkina Faso,BFA,OSM,11.16959,-2.16378,,,,False,
,school,Burkina Faso,BFA,OSM,12.36982,-1.59445,,,,True,Kadiogo (8 events)
,school,Burkina Faso,BFA,OSM,12.37607,-1.59294,,,,True,Kadiogo (8 events)
,school,Burkina Faso,BFA,OSM,12.37823,-1.58538,,,,True,Kadiogo (8 events)
,school,Burkina Faso,BFA,OSM,12.40678,-1.51263,,,,True,Kadiogo (8 events)
,school,Burkina Faso,BFA,OSM,13.0812,-1.07655,,,,False,
,school,Burkina Faso,BFA,OSM,13.08281,-1.07867,,,,False,
,school,Burkina Faso,BFA,OSM,12.74887,-1.30691,,,,False,
,school,Burkina Faso,BFA,OSM,12.71106,-1.31905,,,,False,
,school,Burkina Faso,BFA,OSM,12.56167,-1.30156,,,,False,
,school,Burkina Faso,BFA,OSM,12.55828,-1.27972,,,,False,
,school,Burkina Faso,BFA,OSM,12.63424,-1.31304,,,,False,
,school,Burkina Faso,BFA,OSM,14.36267,-0.1445,,,,False,
,school,Burkina Faso,BFA,OSM,13.82089,-1.28841,,,,False,
,school,Burkina Faso,BFA,OSM,13.71,-1.1526,,,,False,
,school,Burkina Faso,BFA,OSM,13.83038,-1.60297,,,,False,
,school,Burkina Faso,BFA,OSM,12.91408,-1.0791,,,,False,
,school,Burkina Faso,BFA,OSM,12.32041,-1.42889,,,,False,
,school,Burkina Faso,BFA,OSM,12.61174,-1.31523,,,,False,
,school,Burkina Faso,BFA,OSM,12.60232,-1.31736,,,,False,
,school,Burkina Faso,BFA,OSM,12.60203,-1.35952,,,,False,
,school,Burkina Faso,BFA,OSM,11.20046,0.32517,,,,False,
,school,Burkina Faso,BFA,OSM,11.08765,0.22809,,,,False,
,school,Burkina Faso,BFA,OSM,11.16869,0.15805,,,,False,
,school,Burkina Faso,BFA,OSM,10.91752,-4.05691,,,,False,
,school,Burkina Faso,BFA,OSM,10.8214,-4.08409,,,,False,
,school,Burkina Faso,BFA,OSM,11.09936,-2.01549,,,,False,
,school,Burkina Faso,BFA,OSM,11.55832,-2.4499,,,,False,
,school,Burkina Faso,BFA,OSM,10.62144,-5.0831,,,,False,
,school,Burkina Faso,BFA,OSM,10.56088,-5.03225,,,,False,
,school,Burkina Faso,BFA,OSM,10.6145,-5.1006,,,,False,
,school,Burkina Faso,BFA,OSM,10.54987,-5.04541,,,,False,
,school,Burkina Faso,BFA,OSM,10.6154,-5.10095,,,,False,
,school,Burkina Faso,BFA,OSM,10.75624,-5.01246,,,,False,
,school,Burkina Faso,BFA,OSM,10.7562,-5.0129,,,,False,
,school,Burkina Faso,BFA,OSM,10.67028,-4.97891,,,,False,
,school,Burkina Faso,BFA,OSM,12.00325,-1.16194,,,,False,
,school,Burkina Faso,BFA,OSM,12.36304,-1.54577,,,,True,Kadiogo (8 events)
,school,Burkina Faso,BFA,OSM,13.97152,-1.72749,,,,False,
,school,Burkina Faso,BFA,OSM,13.9716,-1.72688,,,,False,
,school,Burkina Faso,BFA,OSM,13.83003,-1.60318,,,,False,
,school,Burkina Faso,BFA,OSM,12.25686,-2.30584,,,,False,
,school,Burkina Faso,BFA,OSM,12.25338,-2.33956,,,,False,
,school,Burkina Faso,BFA,OSM,12.60165,-2.36538,,,,False,
,school,Burkina Faso,BFA,OSM,10.67541,-4.97923,,,,False,
,school,Burkina Faso,BFA,OSM,10.62098,-5.12282,,,,False,
,school,Burkina Faso,BFA,OSM,10.67539,-4.97956,,,,False,
,school,Burkina Faso,BFA,OSM,10.67017,-4.97925,,,,False,
,school,Burkina Faso,BFA,OSM,10.61274,-5.10702,,,,False,
,school,Burkina Faso,BFA,OSM,14.4391,-0.75756,,,,False,
,school,Burkina Faso,BFA,OSM,14.08667,-2.43755,,,,False,
,school,Burkina Faso,BFA,OSM,10.56066,-5.03217,,,,False,
,school,Burkina Faso,BFA,OSM,10.61183,-5.10734,,,,False,
,school,Burkina Faso,BFA,OSM,12.39557,-1.46976,,,,True,Kadiogo (8 events)
,school,Burkina Faso,BFA,OSM,12.38411,-1.47672,,,,True,Kadiogo (8 events)
,school,Burkina Faso,BFA,OSM,12.34583,-1.54167,,,,True,Kadiogo (8 events)
,school,Burkina Faso,BFA,OSM,12.38579,-1.57766,,,,True,Kadiogo (8 events)
,school,Burkina Faso,BFA,OSM,12.38665,-1.57926,,,,True,Kadiogo (8 events)
,school,Burkina Faso,BFA,OSM,12.25397,-2.3396,,,,False,
,school,Burkina Faso,BFA,OSM,12.4602,-1.31497,,,,False,
,school,Burkina Faso,BFA,OSM,12.46043,-1.3148,,,,False,
,school,Burkina Faso,BFA,OSM,12.33069,-1.47282,,,,True,Kadiogo (8 events)
,kindergarten,Burkina Faso,BFA,OSM,10.63724,-4.73264,,,,False,
,school,Burkina Faso,BFA,OSM,14.03443,-0.03559,,,,True,Seno (18 events)
,school,Burkina Faso,BFA,OSM,10.63924,-4.73197,,,,False,
,school,Burkina Faso,BFA,OSM,10.63382,-4.76851,,,,False,
,school,Burkina Faso,BFA,OSM,12.17495,-1.61875,,,,False,
,school,Burkina Faso,BFA,OSM,13.56765,-2.39845,,,,False,
,school,Burkina Faso,BFA,OSM,14.03485,-0.02639,,,,True,Seno (18 events)
,school,Burkina Faso,BFA,OSM,12.29615,-1.58636,,,,True,Kadiogo (8 events)
,school,Mali,MLI,OSM,14.4224,-11.44309,,,,False,
,school,Mali,MLI,OSM,11.30639,-5.61669,,,,False,
,school,Mali,MLI,OSM,11.33322,-5.65794,,,,False,
,school,Mali,MLI,OSM,11.30625,-5.68334,,,,False,
,school,Mali,MLI,OSM,11.31511,-5.64308,,,,False,
,school,Mali,MLI,OSM,11.30674,-5.64864,,,,False,
,school,Mali,MLI,OSM,11.31114,-5.65631,,,,False,
,school,Mali,MLI,OSM,11.31928,-5.67866,,,,False,
,school,Mali,MLI,OSM,11.3487,-5.65503,,,,False,
,school,Mali,MLI,OSM,14.34642,-11.34563,,,,False,
,school,Mali,MLI,OSM,14.37552,-11.36827,,,,False,
,school,Mali,MLI,OSM,14.43779,-11.43288,,,,False,
,school,Mali,MLI,OSM,14.43799,-11.43524,,,,False,
,school,Mali,MLI,OSM,15.22987,-9.58679,,,,False,
,school,Mali,MLI,OSM,15.22895,-9.58044,,,,False,
,school,Mali,MLI,OSM,15.17933,-9.33927,,,,False,
,school,Mali,MLI,OSM,14.86366,-9.27835,,,,False,
,school,Mali,MLI,OSM,15.01457,-9.08134,,,,False,
,school,Mali,MLI,OSM,14.99917,-9.23067,,,,False,
,school,Mali,MLI,OSM,14.78172,-8.85111,,,,False,
,school,Mali,MLI,OSM,14.70809,-8.55898,,,,False,
,school,Mali,MLI,OSM,14.82322,-9.38895,,,,False,
,school,Mali,MLI,OSM,13.99161,-10.33817,,,,False,
,school,Mali,MLI,OSM,14.059,-10.24691,,,,False,
,school,Mali,MLI,OSM,15.10375,-7.01271,,,,False,
,school,Mali,MLI,OSM,11.93867,-8.41606,,,,False,
,school,Mali,MLI,OSM,11.95122,-8.4118,,,,False,
,school,Mali,MLI,OSM,14.82195,-11.21576,,,,False,
,school,Mali,MLI,OSM,11.17281,-8.15708,,,,False,
,school,Mali,MLI,OSM,13.82569,-8.66554,,,,False,
,school,Mali,MLI,OSM,13.64288,-8.64753,,,,False,
,school,Mali,MLI,OSM,13.41288,-8.79768,,,,False,
,school,Mali,MLI,OSM,13.13799,-9.09151,,,,False,
,school,Mali,MLI,OSM,13.62992,-6.08779,,,,False,
,school,Mali,MLI,OSM,13.52886,-6.14902,,,,False,
,school,Mali,MLI,OSM,13.21144,-9.61727,,,,False,
,school,Mali,MLI,OSM,12.74141,-9.6734,,,,False,
,school,Mali,MLI,OSM,12.9855,-9.50695,,,,False,
,school,Mali,MLI,OSM,12.97156,-9.48878,,,,False,
,school,Mali,MLI,OSM,12.88738,-9.49691,,,,False,
,school,Mali,MLI,OSM,13.10331,-9.37756,,,,False,
,school,Mali,MLI,OSM,15.26161,-8.61861,,,,False,
,school,Mali,MLI,OSM,15.08983,-8.9201,,,,False,
,school,Mali,MLI,OSM,15.32946,-9.28602,,,,False,
,school,Mali,MLI,OSM,15.22991,-9.58466,,,,False,
,school,Mali,MLI,OSM,13.2751,-9.65076,,,,False,
,school,Mali,MLI,OSM,14.09198,-9.72767,,,,False,
,school,Mali,MLI,OSM,13.7634,-10.10597,,,,False,
,school,Mali,MLI,OSM,13.65851,-11.06431,,,,False,
,school,Mali,MLI,OSM,13.59687,-11.45033,,,,False,
,school,Mali,MLI,OSM,14.09818,-6.11791,,,,False,
,school,Mali,MLI,OSM,11.36961,-5.71364,,,,False,
,school,Mali,MLI,OSM,13.35475,-5.81593,,,,False,
,school,Mali,MLI,OSM,13.24983,-6.07254,,,,False,
,school,Mali,MLI,OSM,13.77294,-5.87929,,,,False,
,school,Mali,MLI,OSM,13.51487,-6.25168,,,,False,
,school,Mali,MLI,OSM,14.09244,-10.41255,,,,False,
,school,Mali,MLI,OSM,14.27518,-10.46482,,,,False,
,school,Mali,MLI,OSM,14.21932,-10.66356,,,,False,
,school,Mali,MLI,OSM,18.44902,1.41195,,,,False,
,school,Mali,MLI,OSM,14.42385,-11.42291,,,,False,
,school,Mali,MLI,OSM,14.46561,-11.42831,,,,False,
,school,Mali,MLI,OSM,14.43034,-11.45956,,,,False,
,school,Mali,MLI,OSM,14.45645,-11.47662,,,,False,
,school,Mali,MLI,OSM,14.4526,-11.41305,,,,False,
,school,Mali,MLI,OSM,14.44564,-11.40698,,,,False,
,school,Mali,MLI,OSM,13.51324,-5.37753,,,,False,
,school,Mali,MLI,OSM,10.92663,-8.11777,,,,False,
,school,Mali,MLI,OSM,10.92685,-8.11791,,,,False,
,school,Mali,MLI,OSM,12.65094,-5.00999,,,,False,
,school,Mali,MLI,OSM,12.66146,-4.9074,,,,False,
,school,Mali,MLI,OSM,12.78821,-5.0816,,,,False,
,school,Mali,MLI,OSM,13.03306,-9.6084,,,,False,
,school,Mali,MLI,OSM,13.05482,-9.55674,,,,False,
,school,Mali,MLI,OSM,13.14148,-9.47309,,,,False,
,school,Mali,MLI,OSM,13.19462,-9.45269,,,,False,
,school,Mali,MLI,OSM,12.86777,-5.1414,,,,False,
,school,Mali,MLI,OSM,14.75554,-11.67453,,,,False,
,school,Mali,MLI,OSM,14.64479,-11.64343,,,,False,
,school,Mali,MLI,OSM,14.43468,-11.38907,,,,False,
,school,Mali,MLI,OSM,14.42461,-11.33641,,,,False,
,school,Mali,MLI,OSM,14.11447,-11.04153,,,,False,
,school,Mali,MLI,OSM,14.08182,-11.15335,,,,False,
,school,Mali,MLI,OSM,14.40281,-11.38075,,,,False,
,school,Mali,MLI,OSM,12.78142,-4.9053,,,,False,
,school,Mali,MLI,OSM,12.78458,-4.89146,,,,False,
,school,Mali,MLI,OSM,12.91567,-4.89802,,,,False,
,school,Mali,MLI,OSM,14.46487,-11.49424,,,,False,
,school,Mali,MLI,OSM,14.43877,-11.43858,,,,False,
,school,Mali,MLI,OSM,14.44043,-11.44009,,,,False,
,school,Mali,MLI,OSM,11.37032,-5.65238,,,,False,
,school,Mali,MLI,OSM,12.82698,-4.93921,,,,False,
,school,Mali,MLI,OSM,12.8416,-4.91483,,,,False,
,school,Mali,MLI,OSM,12.84,-4.82661,,,,False,
,school,Mali,MLI,OSM,12.95394,-4.81842,,,,False,
,school,Mali,MLI,OSM,12.98708,-5.03156,,,,False,
,school,Mali,MLI,OSM,13.06666,-5.11454,,,,False,
,school,Mali,MLI,OSM,13.11128,-5.15803,,,,False,
,school,Mali,MLI,OSM,14.21375,-4.74581,,,,False,
,school,Mali,MLI,OSM,14.04021,-4.46263,,,,False,
,school,Mali,MLI,OSM,13.97543,-4.5474,,,,False,
,school,Mali,MLI,OSM,12.7257,-5.04369,,,,False,
,school,Mali,MLI,OSM,12.66462,-5.04658,,,,False,
,school,Mali,MLI,OSM,12.66296,-5.03998,,,,False,
,school,Mali,MLI,OSM,12.67081,-5.1901,,,,False,
,school,Mali,MLI,OSM,12.93428,-5.09196,,,,False,
,school,Mali,MLI,OSM,11.32845,-7.56249,,,,False,
,school,Mali,MLI,OSM,13.95251,-10.75018,,,,False,
,school,Mali,MLI,OSM,11.35195,-5.66454,,,,False,
,school,Mali,MLI,OSM,11.33102,-5.65558,,,,False,
,school,Mali,MLI,OSM,14.06125,-10.83251,,,,False,
,school,Mali,MLI,OSM,14.08166,-5.72232,,,,False,
,school,Mali,MLI,OSM,13.03572,-8.26781,,,,False,
,school,Mali,MLI,OSM,14.08104,-11.25575,,,,False,
,school,Mali,MLI,OSM,13.80434,-10.83541,,,,False,
,school,Mali,MLI,OSM,13.02999,-9.58056,,,,False,
,school,Mali,MLI,OSM,12.92255,-7.96521,,,,False,
,school,Mali,MLI,OSM,14.40618,-11.45316,,,,False,
,school,Mali,MLI,OSM,14.0536,-11.73529,,,,False,
,school,Mali,MLI,OSM,12.91834,-4.89833,,,,False,
,school,Mali,MLI,OSM,12.80926,-5.04763,,,,False,
,school,Mali,MLI,OSM,11.30451,-5.66262,,,,False,
,school,Mali,MLI,OSM,11.34744,-5.65816,,,,False,
