Country,Admin1,Admin2,Year,Events,Fatalities
Nigeria,Oyo,Ogbomosho South,2011,0,0
Nigeria,Oyo,Ogbomosho South,2012,0,0
Nigeria,Oyo,Ogbomosho South,2013,0,0
Nigeria,Oyo,Ogbomosho South,2014,0,0
Nigeria,Oyo,Ogbomosho South,2015,0,0
Nigeria,Oyo,Ogbomosho South,2016,0,0
Nigeria,Oyo,Ogbomosho South,2017,0,0
Nigeria,Oyo,Ogbomosho South,2018,0,0
Nigeria,Oyo,Ogbomosho South,2019,1,0
Nigeria,Oyo,Ogbomosho South,2020,1,1
Nigeria,Oyo,Ogbomosho South,2021,0,0
Nigeria,Oyo,Ogbomosho South,2022,0,0
Nigeria,Oyo,Ogbomosho South,2023,0,0
Nigeria,Oyo,Ogbomosho South,2024,0,0
Nigeria,Oyo,Ogbomosho South,2025,0,0
Nigeria,Oyo,Ogbomosho South,2026,0,0
Nigeria,Oyo,Ogo-Oluwa,1997,0,0
Nigeria,Oyo,Ogo-Oluwa,1998,0,0
Nigeria,Oyo,Ogo-Oluwa,1999,0,0
Nigeria,Oyo,Ogo-Oluwa,2000,0,0
Nigeria,Oyo,Ogo-Oluwa,2001,0,0
Nigeria,Oyo,Ogo-Oluwa,2002,0,0
Nigeria,Oyo,Ogo-Oluwa,2003,0,0
Nigeria,Oyo,Ogo-Oluwa,2004,0,0
Nigeria,Oyo,Ogo-Oluwa,2005,0,0
Nigeria,Oyo,Ogo-Oluwa,2006,0,0
Nigeria,Oyo,Ogo-Oluwa,2007,0,0
Nigeria,Oyo,Ogo-Oluwa,2008,0,0
Nigeria,Oyo,Ogo-Oluwa,2009,0,0
Nigeria,Oyo,Ogo-Oluwa,2010,0,0
Nigeria,Oyo,Ogo-Oluwa,2011,0,0
Nigeria,Oyo,Ogo-Oluwa,2012,0,0
Nigeria,Oyo,Ogo-Oluwa,2013,0,0
Nigeria,Oyo,Ogo-Oluwa,2014,0,0
Nigeria,Oyo,Ogo-Oluwa,2015,0,0
Nigeria,Oyo,Ogo-Oluwa,2016,0,0
Nigeria,Oyo,Ogo-Oluwa,2017,0,0
Nigeria,Oyo,Ogo-Oluwa,2018,0,0
Nigeria,Oyo,Ogo-Oluwa,2019,0,0
Nigeria,Oyo,Ogo-Oluwa,2020,0,0
Nigeria,Oyo,Ogo-Oluwa,2021,2,3
Nigeria,Oyo,Ogo-Oluwa,2022,0,0
Nigeria,Oyo,Ogo-Oluwa,2023,0,0
Nigeria,Oyo,Ogo-Oluwa,2024,0,0
Nigeria,Oyo,Ogo-Oluwa,2025,0,0
Nigeria,Oyo,Ogo-Oluwa,2026,0,0
Nigeria,Oyo,Olorunsogo,1997,0,0
Nigeria,Oyo,Olorunsogo,1998,0,0
Nigeria,Oyo,Olorunsogo,1999,0,0
Nigeria,Oyo,Olorunsogo,2000,0,0
Nigeria,Oyo,Olorunsogo,2001,0,0
Nigeria,Oyo,Olorunsogo,2002,0,0
Nigeria,Oyo,Olorunsogo,2003,0,0
Nigeria,Oyo,Olorunsogo,2004,0,0
Nigeria,Oyo,Olorunsogo,2005,0,0
Nigeria,Oyo,Olorunsogo,2006,0,0
Nigeria,Oyo,Olorunsogo,2007,0,0
Nigeria,Oyo,Olorunsogo,2008,0,0
Nigeria,Oyo,Olorunsogo,2009,0,0
Nigeria,Oyo,Olorunsogo,2010,0,0
Nigeria,Oyo,Olorunsogo,2011,0,0
Nigeria,Oyo,Olorunsogo,2012,0,0
Nigeria,Oyo,Olorunsogo,2013,0,0
Nigeria,Oyo,Olorunsogo,2014,0,0
Nigeria,Oyo,Olorunsogo,2015,0,0
Nigeria,Oyo,Olorunsogo,2016,0,0
Nigeria,Oyo,Olorunsogo,2017,1,1
Nigeria,Oyo,Olorunsogo,2018,0,0
Nigeria,Oyo,Olorunsogo,2019,0,0
Nigeria,Oyo,Olorunsogo,2020,0,0
Nigeria,Oyo,Olorunsogo,2021,0,0
Nigeria,Oyo,Olorunsogo,2022,0,0
Nigeria,Oyo,Olorunsogo,2023,1,2
Nigeria,Oyo,Olorunsogo,2024,0,0
Nigeria,Oyo,Olorunsogo,2025,0,0
Nigeria,Oyo,Olorunsogo,2026,0,0
Nigeria,Oyo,Oluyole,1997,0,0
Nigeria,Oyo,Oluyole,1998,0,0
Nigeria,Oyo,Oluyole,1999,0,0
Nigeria,Oyo,Oluyole,2000,0,0
Nigeria,Oyo,Oluyole,2001,0,0
Nigeria,Oyo,Oluyole,2002,0,0
Nigeria,Oyo,Oluyole,2003,0,0
Nigeria,Oyo,Oluyole,2004,0,0
Nigeria,Oyo,Oluyole,2005,0,0
Nigeria,Oyo,Oluyole,2006,0,0
Nigeria,Oyo,Oluyole,2007,0,0
Nigeria,Oyo,Oluyole,2008,0,0
Nigeria,Oyo,Oluyole,2009,0,0
Nigeria,Oyo,Oluyole,2010,0,0
Nigeria,Oyo,Oluyole,2011,0,0
Nigeria,Oyo,Oluyole,2012,0,0
Nigeria,Oyo,Oluyole,2013,0,0
Nigeria,Oyo,Oluyole,2014,0,0
Nigeria,Oyo,Oluyole,2015,0,0
Nigeria,Oyo,Oluyole,2016,0,0
Nigeria,Oyo,Oluyole,2017,1,1
Nigeria,Oyo,Oluyole,2018,1,1
Nigeria,Oyo,Oluyole,2019,0,0
Nigeria,Oyo,Oluyole,2020,1,0
Nigeria,Oyo,Oluyole,2021,6,0
Nigeria,Oyo,Oluyole,2022,0,0
Nigeria,Oyo,Oluyole,2023,0,0
Nigeria,Oyo,Oluyole,2024,1,1
Nigeria,Oyo,Oluyole,2025,1,0
Nigeria,Oyo,Oluyole,2026,1,0
Nigeria,Oyo,Ona-Ara,1997,0,0
Nigeria,Oyo,Ona-Ara,1998,0,0
Nigeria,Oyo,Ona-Ara,1999,0,0
Nigeria,Oyo,Ona-Ara,2000,0,0
Nigeria,Oyo,Ona-Ara,2001,0,0
Nigeria,Oyo,Ona-Ara,2002,0,0
Nigeria,Oyo,Ona-Ara,2003,0,0
Nigeria,Oyo,Ona-Ara,2004,0,0
Nigeria,Oyo,Ona-Ara,2005,0,0
Nigeria,Oyo,Ona-Ara,2006,0,0
Nigeria,Oyo,Ona-Ara,2007,0,0
Nigeria,Oyo,Ona-Ara,2008,0,0
Nigeria,Oyo,Ona-Ara,2009,0,0
Nigeria,Oyo,Ona-Ara,2010,0,0
Nigeria,Oyo,Ona-Ara,2011,0,0
Nigeria,Oyo,Ona-Ara,2012,0,0
Nigeria,Oyo,Ona-Ara,2013,0,0
Nigeria,Oyo,Ona-Ara,2014,0,0
Nigeria,Oyo,Ona-Ara,2015,0,0
Nigeria,Oyo,Ona-Ara,2016,0,0
Nigeria,Oyo,Ona-Ara,2017,0,0
Nigeria,Oyo,Ona-Ara,2018,0,0
Nigeria,Oyo,Ona-Ara,2019,0,0
Nigeria,Oyo,Ona-Ara,2020,0,0
Nigeria,Oyo,Ona-Ara,2021,0,0
Nigeria,Oyo,Ona-Ara,2022,0,0
Nigeria,Oyo,Ona-Ara,2023,0,0
Nigeria,Oyo,Ona-Ara,2024,1,0
Nigeria,Oyo,Ona-Ara,2025,0,0
Nigeria,Oyo,Ona-Ara,2026,0,0
Nigeria,Oyo,Orelope,1997,0,0
Nigeria,Oyo,Orelope,1998,0,0
Nigeria,Oyo,Orelope,1999,0,0
Nigeria,Oyo,Orelope,2000,0,0
Nigeria,Oyo,Orelope,2001,0,0
Nigeria,Oyo,Orelope,2002,0,0
Nigeria,Oyo,Orelope,2003,0,0
Nigeria,Oyo,Orelope,2004,0,0
Nigeria,Oyo,Orelope,2005,0,0
Nigeria,Oyo,Orelope,2006,0,0
Nigeria,Oyo,Orelope,2007,0,0
Nigeria,Oyo,Orelope,2008,0,0
Nigeria,Oyo,Orelope,2009,0,0
Nigeria,Oyo,Orelope,2010,0,0
Nigeria,Oyo,Orelope,2011,0,0
Nigeria,Oyo,Orelope,2012,0,0
Nigeria,Oyo,Orelope,2013,0,0
Nigeria,Oyo,Orelope,2014,0,0
Nigeria,Oyo,Orelope,2015,0,0
Nigeria,Oyo,Orelope,2016,0,0
Nigeria,Oyo,Orelope,2017,0,0
Nigeria,Oyo,Orelope,2018,0,0
Nigeria,Oyo,Orelope,2019,0,0
Nigeria,Oyo,Orelope,2020,0,0
Nigeria,Oyo,Orelope,2021,0,0
Nigeria,Oyo,Orelope,2022,0,0
Nigeria,Oyo,Orelope,2023,0,0
Nigeria,Oyo,Orelope,2024,0,0
Nigeria,Oyo,Orelope,2025,1,3
Nigeria,Oyo,Orelope,2026,0,0
Nigeria,Oyo,Ori Ire,1997,0,0
Nigeria,Oyo,Ori Ire,1998,0,0
Nigeria,Oyo,Ori Ire,1999,0,0
Nigeria,Oyo,Ori Ire,2000,0,0
Nigeria,Oyo,Ori Ire,2001,0,0
Nigeria,Oyo,Ori Ire,2002,1,4
Nigeria,Oyo,Ori Ire,2003,0,0
Nigeria,Oyo,Ori Ire,2004,0,0
Nigeria,Oyo,Ori Ire,2005,0,0
Nigeria,Oyo,Ori Ire,2006,0,0
Nigeria,Oyo,Ori Ire,2007,0,0
Nigeria,Oyo,Ori Ire,2008,0,0
Nigeria,Oyo,Ori Ire,2009,0,0
Nigeria,Oyo,Ori Ire,2010,0,0
Nigeria,Oyo,Ori Ire,2011,0,0
Nigeria,Oyo,Ori Ire,2012,0,0
Nigeria,Oyo,Ori Ire,2013,0,0
Nigeria,Oyo,Ori Ire,2014,0,0
Nigeria,Oyo,Ori Ire,2015,0,0
Nigeria,Oyo,Ori Ire,2016,0,0
Nigeria,Oyo,Ori Ire,2017,0,0
Nigeria,Oyo,Ori Ire,2018,0,0
Nigeria,Oyo,Ori Ire,2019,0,0
Nigeria,Oyo,Ori Ire,2020,3,11
Nigeria,Oyo,Ori Ire,2021,0,0
Nigeria,Oyo,Ori Ire,2022,1,0
Nigeria,Oyo,Ori Ire,2023,1,0
Nigeria,Oyo,Ori Ire,2024,0,0
Nigeria,Oyo,Ori Ire,2025,0,0
Nigeria,Oyo,Ori Ire,2026,2,1
Nigeria,Oyo,Oyo East,1997,0,0
Nigeria,Oyo,Oyo East,1998,0,0
Nigeria,Oyo,Oyo East,1999,0,0
Nigeria,Oyo,Oyo East,2000,0,0
Nigeria,Oyo,Oyo East,2001,0,0
Nigeria,Oyo,Oyo East,2002,0,0
Nigeria,Oyo,Oyo East,2003,0,0
Nigeria,Oyo,Oyo East,2004,0,0
Nigeria,Oyo,Oyo East,2005,0,0
Nigeria,Oyo,Oyo East,2006,0,0
Nigeria,Oyo,Oyo East,2007,0,0
Nigeria,Oyo,Oyo East,2008,0,0
Nigeria,Oyo,Oyo East,2009,0,0
Nigeria,Oyo,Oyo East,2010,0,0
Nigeria,Oyo,Oyo East,2011,0,0
Nigeria,Oyo,Oyo East,2012,0,0
Nigeria,Oyo,Oyo East,2013,0,0
Nigeria,Oyo,Oyo East,2014,0,0
Nigeria,Oyo,Oyo East,2015,0,0
Nigeria,Oyo,Oyo East,2016,0,0
Nigeria,Oyo,Oyo East,2017,0,0
Nigeria,Oyo,Oyo East,2018,0,0
Nigeria,Oyo,Oyo East,2019,0,0
Nigeria,Oyo,Oyo East,2020,0,0
Nigeria,Oyo,Oyo East,2021,0,0
Nigeria,Oyo,Oyo East,2022,0,0
Nigeria,Oyo,Oyo East,2023,0,0
Nigeria,Oyo,Oyo East,2024,0,0
Nigeria,Oyo,Oyo East,2025,0,0
Nigeria,Oyo,Oyo East,2026,0,0
Nigeria,Oyo,Oyo West,1997,0,0
Nigeria,Oyo,Oyo West,1998,0,0
Nigeria,Oyo,Oyo West,1999,0,0
Nigeria,Oyo,Oyo West,2000,0,0
Nigeria,Oyo,Oyo West,2001,0,0
Nigeria,Oyo,Oyo West,2002,0,0
Nigeria,Oyo,Oyo West,2003,0,0
Nigeria,Oyo,Oyo West,2004,0,0
Nigeria,Oyo,Oyo West,2005,0,0
Nigeria,Oyo,Oyo West,2006,0,0
Nigeria,Oyo,Oyo West,2007,0,0
Nigeria,Oyo,Oyo West,2008,0,0
Nigeria,Oyo,Oyo West,2009,0,0
Nigeria,Oyo,Oyo West,2010,0,0
Nigeria,Oyo,Oyo West,2011,0,0
Nigeria,Oyo,Oyo West,2012,0,0
Nigeria,Oyo,Oyo West,2013,0,0
Nigeria,Oyo,Oyo West,2014,0,0
Nigeria,Oyo,Oyo West,2015,0,0
Nigeria,Oyo,Oyo West,2016,0,0
Nigeria,Oyo,Oyo West,2017,0,0
Nigeria,Oyo,Oyo West,2018,0,0
Nigeria,Oyo,Oyo West,2019,0,0
Nigeria,Oyo,Oyo West,2020,2,1
Nigeria,Oyo,Oyo West,2021,1,0
Nigeria,Oyo,Oyo West,2022,1,1
Nigeria,Oyo,Oyo West,2023,1,0
Nigeria,Oyo,Oyo West,2024,1,1
Nigeria,Oyo,Oyo West,2025,0,0
Nigeria,Oyo,Oyo West,2026,1,0
Nigeria,Oyo,Saki East,1997,0,0
Nigeria,Oyo,Saki East,1998,0,0
Nigeria,Oyo,Saki East,1999,0,0
Nigeria,Oyo,Saki East,2000,0,0
Nigeria,Oyo,Saki East,2001,0,0
Nigeria,Oyo,Saki East,2002,0,0
Nigeria,Oyo,Saki East,2003,0,0
Nigeria,Oyo,Saki East,2004,0,0
Nigeria,Oyo,Saki East,2005,0,0
Nigeria,Oyo,Saki East,2006,0,0
Nigeria,Oyo,Saki East,2007,0,0
Nigeria,Oyo,Saki East,2008,0,0
Nigeria,Oyo,Saki East,2009,0,0
Nigeria,Oyo,Saki East,2010,0,0
Nigeria,Oyo,Saki East,2011,0,0
Nigeria,Oyo,Saki East,2012,0,0
Nigeria,Oyo,Saki East,2013,0,0
Nigeria,Oyo,Saki East,2014,0,0
Nigeria,Oyo,Saki East,2015,0,0
Nigeria,Oyo,Saki East,2016,0,0
Nigeria,Oyo,Saki East,2017,0,0
Nigeria,Oyo,Saki East,2018,0,0
Nigeria,Oyo,Saki East,2019,0,0
Nigeria,Oyo,Saki East,2020,0,0
Nigeria,Oyo,Saki East,2021,1,2
Nigeria,Oyo,Saki East,2022,0,0
Nigeria,Oyo,Saki East,2023,0,0
Nigeria,Oyo,Saki East,2024,0,0
Nigeria,Oyo,Saki East,2025,0,0
Nigeria,Oyo,Saki East,2026,0,0
Nigeria,Oyo,Saki West,1997,0,0
Nigeria,Oyo,Saki West,1998,0,0
Nigeria,Oyo,Saki West,1999,0,0
Nigeria,Oyo,Saki West,2000,0,0
Nigeria,Oyo,Saki West,2001,0,0
Nigeria,Oyo,Saki West,2002,0,0
Nigeria,Oyo,Saki West,2003,0,0
Nigeria,Oyo,Saki West,2004,0,0
Nigeria,Oyo,Saki West,2005,0,0
Nigeria,Oyo,Saki West,2006,0,0
Nigeria,Oyo,Saki West,2007,0,0
Nigeria,Oyo,Saki West,2008,0,0
Nigeria,Oyo,Saki West,2009,0,0
Nigeria,Oyo,Saki West,2010,0,0
Nigeria,Oyo,Saki West,2011,0,0
Nigeria,Oyo,Saki West,2012,0,0
Nigeria,Oyo,Saki West,2013,0,0
Nigeria,Oyo,Saki West,2014,0,0
Nigeria,Oyo,Saki West,2015,0,0
Nigeria,Oyo,Saki West,2016,0,0
Nigeria,Oyo,Saki West,2017,0,0
Nigeria,Oyo,Saki West,2018,0,0
Nigeria,Oyo,Saki West,2019,0,0
Nigeria,Oyo,Saki West,2020,0,0
Nigeria,Oyo,Saki West,2021,2,1
Nigeria,Oyo,Saki West,2022,0,0
Nigeria,Oyo,Saki West,2023,1,0
Nigeria,Oyo,Saki West,2024,0,0
Nigeria,Oyo,Saki West,2025,0,0
Nigeria,Oyo,Saki West,2026,0,0
Nigeria,Oyo,Surulere,1997,0,0
Nigeria,Oyo,Surulere,1998,0,0
Nigeria,Oyo,Surulere,1999,0,0
Nigeria,Oyo,Surulere,2000,0,0
Nigeria,Oyo,Surulere,2001,0,0
Nigeria,Oyo,Surulere,2002,0,0
Nigeria,Oyo,Surulere,2003,0,0
Nigeria,Oyo,Surulere,2004,0,0
Nigeria,Oyo,Surulere,2005,0,0
Nigeria,Oyo,Surulere,2006,0,0
Nigeria,Oyo,Surulere,2007,0,0
Nigeria,Oyo,Surulere,2008,0,0
Nigeria,Oyo,Surulere,2009,0,0
Nigeria,Oyo,Surulere,2010,0,0
Nigeria,Oyo,Surulere,2011,0,0
Nigeria,Oyo,Surulere,2012,0,0
Nigeria,Oyo,Surulere,2013,0,0
Nigeria,Oyo,Surulere,2014,0,0
Nigeria,Oyo,Surulere,2015,0,0
Nigeria,Oyo,Surulere,2016,0,0
Nigeria,Oyo,Surulere,2017,0,0
Nigeria,Oyo,Surulere,2018,0,0
Nigeria,Oyo,Surulere,2019,0,0
Nigeria,Oyo,Surulere,2020,0,0
Nigeria,Oyo,Surulere,2021,0,0
Nigeria,Oyo,Surulere,2022,2,0
Nigeria,Oyo,Surulere,2023,0,0
Nigeria,Oyo,Surulere,2024,0,0
Nigeria,Oyo,Surulere,2025,1,0
Nigeria,Oyo,Surulere,2026,0,0
Nigeria,Plateau,Barkin Ladi,1997,0,0
Nigeria,Plateau,Barkin Ladi,1998,0,0
Nigeria,Plateau,Barkin Ladi,1999,0,0
Nigeria,Plateau,Barkin Ladi,2000,0,0
Nigeria,Plateau,Barkin Ladi,2001,0,0
Nigeria,Plateau,Barkin Ladi,2002,0,0
Nigeria,Plateau,Barkin Ladi,2003,0,0
Nigeria,Plateau,Barkin Ladi,2004,0,0
Nigeria,Plateau,Barkin Ladi,2005,0,0
Nigeria,Plateau,Barkin Ladi,2006,0,0
Nigeria,Plateau,Barkin Ladi,2007,0,0
Nigeria,Plateau,Barkin Ladi,2008,0,0
Nigeria,Plateau,Barkin Ladi,2009,0,0
Nigeria,Plateau,Barkin Ladi,2010,4,115
Nigeria,Plateau,Barkin Ladi,2011,9,51
Nigeria,Plateau,Barkin Ladi,2012,14,130
Nigeria,Plateau,Barkin Ladi,2013,12,93
Nigeria,Plateau,Barkin Ladi,2014,5,44
Nigeria,Plateau,Barkin Ladi,2015,24,143
Nigeria,Plateau,Barkin Ladi,2016,0,0
Nigeria,Plateau,Barkin Ladi,2017,3,3
Nigeria,Plateau,Barkin Ladi,2018,36,211
Nigeria,Plateau,Barkin Ladi,2019,4,7
Nigeria,Plateau,Barkin Ladi,2020,9,9
Nigeria,Plateau,Barkin Ladi,2021,3,1
Nigeria,Plateau,Barkin Ladi,2022,5,3
Nigeria,Plateau,Barkin Ladi,2023,14,101
Nigeria,Plateau,Barkin Ladi,2024,7,12
Nigeria,Plateau,Barkin Ladi,2025,17,49
Nigeria,Plateau,Barkin Ladi,2026,11,30
Nigeria,Plateau,Bassa,1997,0,0
Nigeria,Plateau,Bassa,1998,0,0
Nigeria,Plateau,Bassa,1999,0,0
Nigeria,Plateau,Bassa,2000,0,0
Nigeria,Plateau,Bassa,2001,0,0
Nigeria,Plateau,Bassa,2002,0,0
Nigeria,Plateau,Bassa,2003,0,0
Nigeria,Plateau,Bassa,2004,0,0
Nigeria,Plateau,Bassa,2005,0,0
Nigeria,Plateau,Bassa,2006,0,0
Nigeria,Plateau,Bassa,2007,0,0
Nigeria,Plateau,Bassa,2008,0,0
Nigeria,Plateau,Bassa,2009,0,0
Nigeria,Plateau,Bassa,2010,0,0
Nigeria,Plateau,Bassa,2011,1,2
Nigeria,Plateau,Bassa,2012,0,0
Nigeria,Plateau,Bassa,2013,0,0
Nigeria,Plateau,Bassa,2014,4,40
Nigeria,Plateau,Bassa,2015,1,2
Nigeria,Plateau,Bassa,2016,0,0
Nigeria,Plateau,Bassa,2017,16,106
Nigeria,Plateau,Bassa,2018,24,80
Nigeria,Plateau,Bassa,2019,5,9
Nigeria,Plateau,Bassa,2020,10,43
Nigeria,Plateau,Bassa,2021,27,129
Nigeria,Plateau,Bassa,2022,14,63
Nigeria,Plateau,Bassa,2023,6,14
Nigeria,Plateau,Bassa,2024,11,177
Nigeria,Plateau,Bassa,2025,19,93
Nigeria,Plateau,Bassa,2026,8,9
Nigeria,Plateau,Bokkos,1997,0,0
Nigeria,Plateau,Bokkos,1998,0,0
Nigeria,Plateau,Bokkos,1999,0,0
Nigeria,Plateau,Bokkos,2000,0,0
Nigeria,Plateau,Bokkos,2001,0,0
Nigeria,Plateau,Bokkos,2002,0,0
Nigeria,Plateau,Bokkos,2003,0,0
Nigeria,Plateau,Bokkos,2004,0,0
Nigeria,Plateau,Bokkos,2005,0,0
Nigeria,Plateau,Bokkos,2006,0,0
Nigeria,Plateau,Bokkos,2007,0,0
Nigeria,Plateau,Bokkos,2008,0,0
Nigeria,Plateau,Bokkos,2009,2,3
Nigeria,Plateau,Bokkos,2010,1,78
Nigeria,Plateau,Bokkos,2011,0,0
Nigeria,Plateau,Bokkos,2012,0,0
Nigeria,Plateau,Bokkos,2013,3,17
Nigeria,Plateau,Bokkos,2014,1,5
Nigeria,Plateau,Bokkos,2015,1,0
Nigeria,Plateau,Bokkos,2016,1,1
Nigeria,Plateau,Bokkos,2017,1,1
Nigeria,Plateau,Bokkos,2018,4,19
Nigeria,Plateau,Bokkos,2019,3,4
Nigeria,Plateau,Bokkos,2020,8,26
Nigeria,Plateau,Bokkos,2021,0,0
Nigeria,Plateau,Bokkos,2022,8,21
Nigeria,Plateau,Bokkos,2023,9,110
Nigeria,Plateau,Bokkos,2024,32,68
Nigeria,Plateau,Bokkos,2025,31,108
Nigeria,Plateau,Bokkos,2026,3,29
Nigeria,Plateau,Jos East,1997,0,0
Nigeria,Plateau,Jos East,1998,0,0
Nigeria,Plateau,Jos East,1999,0,0
Nigeria,Plateau,Jos East,2000,0,0
Nigeria,Plateau,Jos East,2001,0,0
Nigeria,Plateau,Jos East,2002,0,0
Nigeria,Plateau,Jos East,2003,0,0
Nigeria,Plateau,Jos East,2004,2,10
Nigeria,Plateau,Jos East,2005,1,0
Nigeria,Plateau,Jos East,2006,0,0
Nigeria,Plateau,Jos East,2007,0,0
Nigeria,Plateau,Jos East,2008,0,0
Nigeria,Plateau,Jos East,2009,0,0
Nigeria,Plateau,Jos East,2010,0,0
Nigeria,Plateau,Jos East,2011,0,0
Nigeria,Plateau,Jos East,2012,2,5
Nigeria,Plateau,Jos East,2013,0,0
Nigeria,Plateau,Jos East,2014,0,0
Nigeria,Plateau,Jos East,2015,1,0
Nigeria,Plateau,Jos East,2016,0,0
Nigeria,Plateau,Jos East,2017,0,0
Nigeria,Plateau,Jos East,2018,0,0
Nigeria,Plateau,Jos East,2019,0,0
Nigeria,Plateau,Jos East,2020,0,0
Nigeria,Plateau,Jos East,2021,3,4
Nigeria,Plateau,Jos East,2022,2,5
Nigeria,Plateau,Jos East,2023,6,2
Nigeria,Plateau,Jos East,2024,0,0
Nigeria,Plateau,Jos East,2025,1,0
Nigeria,Plateau,Jos East,2026,1,0
Nigeria,Plateau,Jos North,1997,0,0
Nigeria,Plateau,Jos North,1998,1,1
Nigeria,Plateau,Jos North,1999,1,0
Nigeria,Plateau,Jos North,2000,0,0
Nigeria,Plateau,Jos North,2001,0,0
Nigeria,Plateau,Jos North,2002,4,5
Nigeria,Plateau,Jos North,2003,1,0
Nigeria,Plateau,Jos North,2004,4,0
Nigeria,Plateau,Jos North,2005,0,0
Nigeria,Plateau,Jos North,2006,2,1
Nigeria,Plateau,Jos North,2007,0,0
Nigeria,Plateau,Jos North,2008,1,0
Nigeria,Plateau,Jos North,2009,0,0
Nigeria,Plateau,Jos North,2010,17,196
Nigeria,Plateau,Jos North,2011,19,62
Nigeria,Plateau,Jos North,2012,14,43
Nigeria,Plateau,Jos North,2013,3,10
Nigeria,Plateau,Jos North,2014,7,205
Nigeria,Plateau,Jos North,2015,4,57
Nigeria,Plateau,Jos North,2016,1,0
Nigeria,Plateau,Jos North,2017,2,1
Nigeria,Plateau,Jos North,2018,5,11
Nigeria,Plateau,Jos North,2019,1,0
Nigeria,Plateau,Jos North,2020,8,7
Nigeria,Plateau,Jos North,2021,10,72
Nigeria,Plateau,Jos North,2022,18,17
Nigeria,Plateau,Jos North,2023,9,3
Nigeria,Plateau,Jos North,2024,12,9
Nigeria,Plateau,Jos North,2025,8,1
Nigeria,Plateau,Jos North,2026,7,37
Nigeria,Plateau,Jos South,1997,0,0
Nigeria,Plateau,Jos South,1998,1,10
Nigeria,Plateau,Jos South,1999,0,0
Nigeria,Plateau,Jos South,2000,0,0
Nigeria,Plateau,Jos South,2001,0,0
Nigeria,Plateau,Jos South,2002,0,0
Nigeria,Plateau,Jos South,2003,0,0
Nigeria,Plateau,Jos South,2004,0,0
Nigeria,Plateau,Jos South,2005,0,0
Nigeria,Plateau,Jos South,2006,0,0
Nigeria,Plateau,Jos South,2007,0,0
Nigeria,Plateau,Jos South,2008,0,0
Nigeria,Plateau,Jos South,2009,0,0
Nigeria,Plateau,Jos South,2010,17,800
Nigeria,Plateau,Jos South,2011,4,40
Nigeria,Plateau,Jos South,2012,10,81
Nigeria,Plateau,Jos South,2013,10,66
Nigeria,Plateau,Jos South,2014,11,67
Nigeria,Plateau,Jos South,2015,4,17
Nigeria,Plateau,Jos South,2016,1,1
Nigeria,Plateau,Jos South,2017,4,4
Nigeria,Plateau,Jos South,2018,11,52
Nigeria,Plateau,Jos South,2019,0,0
Nigeria,Plateau,Jos South,2020,7,12
Nigeria,Plateau,Jos South,2021,12,46
Nigeria,Plateau,Jos South,2022,11,14
Nigeria,Plateau,Jos South,2023,6,17
Nigeria,Plateau,Jos South,2024,7,1
Nigeria,Plateau,Jos South,2025,18,19
Nigeria,Plateau,Jos South,2026,9,17
Nigeria,Plateau,Kanam,1997,0,0
Nigeria,Plateau,Kanam,1998,0,0
Nigeria,Plateau,Kanam,1999,0,0
Nigeria,Plateau,Kanam,2000,0,0
Nigeria,Plateau,Kanam,2001,0,0
Nigeria,Plateau,Kanam,2002,0,0
Nigeria,Plateau,Kanam,2003,0,0
Nigeria,Plateau,Kanam,2004,0,0
Nigeria,Plateau,Kanam,2005,0,0
Nigeria,Plateau,Kanam,2006,0,0
Nigeria,Plateau,Kanam,2007,0,0
Nigeria,Plateau,Kanam,2008,0,0
Nigeria,Plateau,Kanam,2009,0,0
Nigeria,Plateau,Kanam,2010,0,0
Nigeria,Plateau,Kanam,2011,0,0
Nigeria,Plateau,Kanam,2012,0,0
Nigeria,Plateau,Kanam,2013,0,0
Nigeria,Plateau,Kanam,2014,0,0
Nigeria,Plateau,Kanam,2015,1,2
Nigeria,Plateau,Kanam,2016,0,0
Nigeria,Plateau,Kanam,2017,0,0
Nigeria,Plateau,Kanam,2018,0,0
Nigeria,Plateau,Kanam,2019,0,0
Nigeria,Plateau,Kanam,2020,0,0
Nigeria,Plateau,Kanam,2021,1,1
Nigeria,Plateau,Kanam,2022,3,109
Nigeria,Plateau,Kanam,2023,0,0
Nigeria,Plateau,Kanam,2024,1,0
Nigeria,Plateau,Kanam,2025,3,2
Nigeria,Plateau,Kanam,2026,2,3
Nigeria,Plateau,Kanke,1997,0,0
Nigeria,Plateau,Kanke,1998,0,0
Nigeria,Plateau,Kanke,1999,0,0
Nigeria,Plateau,Kanke,2000,0,0
Nigeria,Plateau,Kanke,2001,0,0
Nigeria,Plateau,Kanke,2002,0,0
Nigeria,Plateau,Kanke,2003,0,0
Nigeria,Plateau,Kanke,2004,0,0
Nigeria,Plateau,Kanke,2005,0,0
Nigeria,Plateau,Kanke,2006,0,0
Nigeria,Plateau,Kanke,2007,0,0
Nigeria,Plateau,Kanke,2008,0,0
Nigeria,Plateau,Kanke,2009,0,0
Nigeria,Plateau,Kanke,2010,0,0
Nigeria,Plateau,Kanke,2011,0,0
Nigeria,Plateau,Kanke,2012,0,0
Nigeria,Plateau,Kanke,2013,1,2
Nigeria,Plateau,Kanke,2014,0,0
Nigeria,Plateau,Kanke,2015,0,0
Nigeria,Plateau,Kanke,2016,0,0
