Country,Admin1,Admin2,Year,Events,Fatalities
Myanmar,Sagaing,Shwebo,2023,214,189
Myanmar,Sagaing,Shwebo,2024,149,154
Myanmar,Sagaing,Shwebo,2025,145,211
Myanmar,Sagaing,Shwebo,2026,55,49
Myanmar,Sagaing,Tamu,2010,0,0
Myanmar,Sagaing,Tamu,2011,1,0
Myanmar,Sagaing,Tamu,2012,0,0
Myanmar,Sagaing,Tamu,2013,0,0
Myanmar,Sagaing,Tamu,2014,0,0
Myanmar,Sagaing,Tamu,2015,0,0
Myanmar,Sagaing,Tamu,2016,0,0
Myanmar,Sagaing,Tamu,2017,0,0
Myanmar,Sagaing,Tamu,2018,0,0
Myanmar,Sagaing,Tamu,2019,0,0
Myanmar,Sagaing,Tamu,2020,1,0
Myanmar,Sagaing,Tamu,2021,12,13
Myanmar,Sagaing,Tamu,2022,19,20
Myanmar,Sagaing,Tamu,2023,27,39
Myanmar,Sagaing,Tamu,2024,6,25
Myanmar,Sagaing,Tamu,2025,5,12
Myanmar,Sagaing,Tamu,2026,3,0
Myanmar,Sagaing,Yinmarbin,2010,0,0
Myanmar,Sagaing,Yinmarbin,2011,0,0
Myanmar,Sagaing,Yinmarbin,2012,0,0
Myanmar,Sagaing,Yinmarbin,2013,1,0
Myanmar,Sagaing,Yinmarbin,2014,2,1
Myanmar,Sagaing,Yinmarbin,2015,0,0
Myanmar,Sagaing,Yinmarbin,2016,0,0
Myanmar,Sagaing,Yinmarbin,2017,0,0
Myanmar,Sagaing,Yinmarbin,2018,1,0
Myanmar,Sagaing,Yinmarbin,2019,0,0
Myanmar,Sagaing,Yinmarbin,2020,0,0
Myanmar,Sagaing,Yinmarbin,2021,108,132
Myanmar,Sagaing,Yinmarbin,2022,126,240
Myanmar,Sagaing,Yinmarbin,2023,122,142
Myanmar,Sagaing,Yinmarbin,2024,45,46
Myanmar,Sagaing,Yinmarbin,2025,83,81
Myanmar,Sagaing,Yinmarbin,2026,38,33
Myanmar,Shan-East,Kengtung,2010,0,0
Myanmar,Shan-East,Kengtung,2011,0,0
Myanmar,Shan-East,Kengtung,2012,0,0
Myanmar,Shan-East,Kengtung,2013,0,0
Myanmar,Shan-East,Kengtung,2014,2,3
Myanmar,Shan-East,Kengtung,2015,1,0
Myanmar,Shan-East,Kengtung,2016,1,10
Myanmar,Shan-East,Kengtung,2017,0,0
Myanmar,Shan-East,Kengtung,2018,0,0
Myanmar,Shan-East,Kengtung,2019,2,0
Myanmar,Shan-East,Kengtung,2020,0,0
Myanmar,Shan-East,Kengtung,2021,2,2
Myanmar,Shan-East,Kengtung,2022,1,0
Myanmar,Shan-East,Kengtung,2023,1,2
Myanmar,Shan-East,Kengtung,2024,1,1
Myanmar,Shan-East,Kengtung,2025,0,0
Myanmar,Shan-East,Kengtung,2026,3,3
Myanmar,Shan-East,Monghsat,2010,0,0
Myanmar,Shan-East,Monghsat,2011,0,0
Myanmar,Shan-East,Monghsat,2012,0,0
Myanmar,Shan-East,Monghsat,2013,1,9
Myanmar,Shan-East,Monghsat,2014,0,0
Myanmar,Shan-East,Monghsat,2015,0,0
Myanmar,Shan-East,Monghsat,2016,0,0
Myanmar,Shan-East,Monghsat,2017,0,0
Myanmar,Shan-East,Monghsat,2018,0,0
Myanmar,Shan-East,Monghsat,2019,0,0
Myanmar,Shan-East,Monghsat,2020,0,0
Myanmar,Shan-East,Monghsat,2021,0,0
Myanmar,Shan-East,Monghsat,2022,0,0
Myanmar,Shan-East,Monghsat,2023,0,0
Myanmar,Shan-East,Monghsat,2024,2,1
Myanmar,Shan-East,Monghsat,2025,0,0
Myanmar,Shan-East,Monghsat,2026,0,0
Myanmar,Shan-East,Tachileik,2010,0,0
Myanmar,Shan-East,Tachileik,2011,0,0
Myanmar,Shan-East,Tachileik,2012,1,0
Myanmar,Shan-East,Tachileik,2013,0,0
Myanmar,Shan-East,Tachileik,2014,0,0
Myanmar,Shan-East,Tachileik,2015,2,1
Myanmar,Shan-East,Tachileik,2016,0,0
Myanmar,Shan-East,Tachileik,2017,0,0
Myanmar,Shan-East,Tachileik,2018,2,0
Myanmar,Shan-East,Tachileik,2019,3,1
Myanmar,Shan-East,Tachileik,2020,4,2
Myanmar,Shan-East,Tachileik,2021,2,0
Myanmar,Shan-East,Tachileik,2022,5,4
Myanmar,Shan-East,Tachileik,2023,2,1
Myanmar,Shan-East,Tachileik,2024,2,0
Myanmar,Shan-East,Tachileik,2025,2,2
Myanmar,Shan-East,Tachileik,2026,0,0
Myanmar,Shan-North,Hopang,2010,0,0
Myanmar,Shan-North,Hopang,2011,0,0
Myanmar,Shan-North,Hopang,2012,0,0
Myanmar,Shan-North,Hopang,2013,0,0
Myanmar,Shan-North,Hopang,2014,0,0
Myanmar,Shan-North,Hopang,2015,0,0
Myanmar,Shan-North,Hopang,2016,0,0
Myanmar,Shan-North,Hopang,2017,0,0
Myanmar,Shan-North,Hopang,2018,0,0
Myanmar,Shan-North,Hopang,2019,0,0
Myanmar,Shan-North,Hopang,2020,0,0
Myanmar,Shan-North,Hopang,2021,0,0
Myanmar,Shan-North,Hopang,2022,0,0
Myanmar,Shan-North,Hopang,2023,1,1
Myanmar,Shan-North,Hopang,2024,1,0
Myanmar,Shan-North,Hopang,2025,1,1
Myanmar,Shan-North,Hopang,2026,0,0
Myanmar,Shan-North,Kokang Self-Administered Zone,2010,1,1
Myanmar,Shan-North,Kokang Self-Administered Zone,2011,0,0
Myanmar,Shan-North,Kokang Self-Administered Zone,2012,0,0
Myanmar,Shan-North,Kokang Self-Administered Zone,2013,1,1
Myanmar,Shan-North,Kokang Self-Administered Zone,2014,0,0
Myanmar,Shan-North,Kokang Self-Administered Zone,2015,16,119
Myanmar,Shan-North,Kokang Self-Administered Zone,2016,1,0
Myanmar,Shan-North,Kokang Self-Administered Zone,2017,0,0
Myanmar,Shan-North,Kokang Self-Administered Zone,2018,1,1
Myanmar,Shan-North,Kokang Self-Administered Zone,2019,0,0
Myanmar,Shan-North,Kokang Self-Administered Zone,2020,0,0
Myanmar,Shan-North,Kokang Self-Administered Zone,2021,0,0
Myanmar,Shan-North,Kokang Self-Administered Zone,2022,0,0
Myanmar,Shan-North,Kokang Self-Administered Zone,2023,29,90
Myanmar,Shan-North,Kokang Self-Administered Zone,2024,10,17
Myanmar,Shan-North,Kokang Self-Administered Zone,2025,1,0
Myanmar,Shan-North,Kokang Self-Administered Zone,2026,0,0
Myanmar,Shan-North,Kyaukme,2010,0,0
Myanmar,Shan-North,Kyaukme,2011,8,10
Myanmar,Shan-North,Kyaukme,2012,3,2
Myanmar,Shan-North,Kyaukme,2013,5,7
Myanmar,Shan-North,Kyaukme,2014,9,1
Myanmar,Shan-North,Kyaukme,2015,5,1
Myanmar,Shan-North,Kyaukme,2016,21,28
Myanmar,Shan-North,Kyaukme,2017,14,4
Myanmar,Shan-North,Kyaukme,2018,28,17
Myanmar,Shan-North,Kyaukme,2019,43,28
Myanmar,Shan-North,Kyaukme,2020,51,36
Myanmar,Shan-North,Kyaukme,2021,84,31
Myanmar,Shan-North,Kyaukme,2022,49,15
Myanmar,Shan-North,Kyaukme,2023,71,35
Myanmar,Shan-North,Kyaukme,2024,144,151
Myanmar,Shan-North,Kyaukme,2025,164,174
Myanmar,Shan-North,Kyaukme,2026,11,3
Myanmar,Shan-North,Lashio,2010,0,0
Myanmar,Shan-North,Lashio,2011,4,11
Myanmar,Shan-North,Lashio,2012,1,2
Myanmar,Shan-North,Lashio,2013,9,7
Myanmar,Shan-North,Lashio,2014,1,2
Myanmar,Shan-North,Lashio,2015,5,1
Myanmar,Shan-North,Lashio,2016,3,14
Myanmar,Shan-North,Lashio,2017,4,2
Myanmar,Shan-North,Lashio,2018,7,3
Myanmar,Shan-North,Lashio,2019,13,5
Myanmar,Shan-North,Lashio,2020,9,7
Myanmar,Shan-North,Lashio,2021,36,11
Myanmar,Shan-North,Lashio,2022,14,14
Myanmar,Shan-North,Lashio,2023,78,78
Myanmar,Shan-North,Lashio,2024,106,190
Myanmar,Shan-North,Lashio,2025,28,14
Myanmar,Shan-North,Lashio,2026,7,1
Myanmar,Shan-North,Matman,2010,0,0
Myanmar,Shan-North,Matman,2011,0,0
Myanmar,Shan-North,Matman,2012,0,0
Myanmar,Shan-North,Matman,2013,0,0
Myanmar,Shan-North,Matman,2014,0,0
Myanmar,Shan-North,Matman,2015,0,0
Myanmar,Shan-North,Matman,2016,0,0
Myanmar,Shan-North,Matman,2017,0,0
Myanmar,Shan-North,Matman,2018,1,0
Myanmar,Shan-North,Matman,2019,0,0
Myanmar,Shan-North,Matman,2020,0,0
Myanmar,Shan-North,Matman,2021,0,0
Myanmar,Shan-North,Matman,2022,1,0
Myanmar,Shan-North,Matman,2023,0,0
Myanmar,Shan-North,Matman,2024,1,1
Myanmar,Shan-North,Matman,2025,0,0
Myanmar,Shan-North,Matman,2026,1,4
Myanmar,Shan-North,Mongmit,2010,0,0
Myanmar,Shan-North,Mongmit,2011,0,0
Myanmar,Shan-North,Mongmit,2012,0,0
Myanmar,Shan-North,Mongmit,2013,0,0
Myanmar,Shan-North,Mongmit,2014,0,0
Myanmar,Shan-North,Mongmit,2015,1,0
Myanmar,Shan-North,Mongmit,2016,0,0
Myanmar,Shan-North,Mongmit,2017,0,0
Myanmar,Shan-North,Mongmit,2018,0,0
Myanmar,Shan-North,Mongmit,2019,0,0
Myanmar,Shan-North,Mongmit,2020,1,0
Myanmar,Shan-North,Mongmit,2021,3,0
Myanmar,Shan-North,Mongmit,2022,5,4
Myanmar,Shan-North,Mongmit,2023,6,2
Myanmar,Shan-North,Mongmit,2024,28,147
Myanmar,Shan-North,Mongmit,2025,10,27
Myanmar,Shan-North,Mongmit,2026,1,1
Myanmar,Shan-North,Muse,2010,0,0
Myanmar,Shan-North,Muse,2011,10,13
Myanmar,Shan-North,Muse,2012,7,3
Myanmar,Shan-North,Muse,2013,11,11
Myanmar,Shan-North,Muse,2014,18,8
Myanmar,Shan-North,Muse,2015,16,12
Myanmar,Shan-North,Muse,2016,56,62
Myanmar,Shan-North,Muse,2017,23,13
Myanmar,Shan-North,Muse,2018,29,12
Myanmar,Shan-North,Muse,2019,31,13
Myanmar,Shan-North,Muse,2020,31,13
Myanmar,Shan-North,Muse,2021,81,35
Myanmar,Shan-North,Muse,2022,65,25
Myanmar,Shan-North,Muse,2023,143,115
Myanmar,Shan-North,Muse,2024,74,47
Myanmar,Shan-North,Muse,2025,45,29
Myanmar,Shan-North,Muse,2026,23,8
Myanmar,Shan-North,Pa Laung Self-Administered Zone,2010,0,0
Myanmar,Shan-North,Pa Laung Self-Administered Zone,2011,2,1
Myanmar,Shan-North,Pa Laung Self-Administered Zone,2012,4,3
Myanmar,Shan-North,Pa Laung Self-Administered Zone,2013,4,0
Myanmar,Shan-North,Pa Laung Self-Administered Zone,2014,3,0
Myanmar,Shan-North,Pa Laung Self-Administered Zone,2015,3,0
Myanmar,Shan-North,Pa Laung Self-Administered Zone,2016,8,2
Myanmar,Shan-North,Pa Laung Self-Administered Zone,2017,6,5
Myanmar,Shan-North,Pa Laung Self-Administered Zone,2018,6,1
Myanmar,Shan-North,Pa Laung Self-Administered Zone,2019,11,3
Myanmar,Shan-North,Pa Laung Self-Administered Zone,2020,15,4
Myanmar,Shan-North,Pa Laung Self-Administered Zone,2021,13,7
Myanmar,Shan-North,Pa Laung Self-Administered Zone,2022,12,0
Myanmar,Shan-North,Pa Laung Self-Administered Zone,2023,23,23
Myanmar,Shan-North,Pa Laung Self-Administered Zone,2024,20,14
Myanmar,Shan-North,Pa Laung Self-Administered Zone,2025,11,14
Myanmar,Shan-North,Pa Laung Self-Administered Zone,2026,1,0
Myanmar,Shan-South,Danu Self-Administered Zone,2010,0,0
Myanmar,Shan-South,Danu Self-Administered Zone,2011,0,0
Myanmar,Shan-South,Danu Self-Administered Zone,2012,0,0
Myanmar,Shan-South,Danu Self-Administered Zone,2013,0,0
Myanmar,Shan-South,Danu Self-Administered Zone,2014,0,0
Myanmar,Shan-South,Danu Self-Administered Zone,2015,0,0
Myanmar,Shan-South,Danu Self-Administered Zone,2016,0,0
Myanmar,Shan-South,Danu Self-Administered Zone,2017,0,0
Myanmar,Shan-South,Danu Self-Administered Zone,2018,0,0
Myanmar,Shan-South,Danu Self-Administered Zone,2019,0,0
Myanmar,Shan-South,Danu Self-Administered Zone,2020,0,0
Myanmar,Shan-South,Danu Self-Administered Zone,2021,5,4
Myanmar,Shan-South,Danu Self-Administered Zone,2022,27,37
Myanmar,Shan-South,Danu Self-Administered Zone,2023,19,5
Myanmar,Shan-South,Danu Self-Administered Zone,2024,10,8
Myanmar,Shan-South,Danu Self-Administered Zone,2025,23,12
Myanmar,Shan-South,Danu Self-Administered Zone,2026,7,6
Myanmar,Shan-South,Langkho,2010,2,2
Myanmar,Shan-South,Langkho,2011,0,0
Myanmar,Shan-South,Langkho,2012,0,0
Myanmar,Shan-South,Langkho,2013,0,0
Myanmar,Shan-South,Langkho,2014,1,4
Myanmar,Shan-South,Langkho,2015,3,1
Myanmar,Shan-South,Langkho,2016,0,0
Myanmar,Shan-South,Langkho,2017,1,1
Myanmar,Shan-South,Langkho,2018,3,0
Myanmar,Shan-South,Langkho,2019,1,1
Myanmar,Shan-South,Langkho,2020,1,0
Myanmar,Shan-South,Langkho,2021,2,1
Myanmar,Shan-South,Langkho,2022,1,1
Myanmar,Shan-South,Langkho,2023,2,1
Myanmar,Shan-South,Langkho,2024,4,0
Myanmar,Shan-South,Langkho,2025,1,1
Myanmar,Shan-South,Langkho,2026,3,2
Myanmar,Shan-South,Loilen,2010,2,1
Myanmar,Shan-South,Loilen,2011,10,8
Myanmar,Shan-South,Loilen,2012,0,0
Myanmar,Shan-South,Loilen,2013,2,0
Myanmar,Shan-South,Loilen,2014,7,5
Myanmar,Shan-South,Loilen,2015,21,23
Myanmar,Shan-South,Loilen,2016,5,3
Myanmar,Shan-South,Loilen,2017,1,2
Myanmar,Shan-South,Loilen,2018,4,1
Myanmar,Shan-South,Loilen,2019,0,0
Myanmar,Shan-South,Loilen,2020,5,0
Myanmar,Shan-South,Loilen,2021,13,4
Myanmar,Shan-South,Loilen,2022,39,15
Myanmar,Shan-South,Loilen,2023,11,6
Myanmar,Shan-South,Loilen,2024,18,6
Myanmar,Shan-South,Loilen,2025,6,3
Myanmar,Shan-South,Loilen,2026,0,0
Myanmar,Shan-South,Pa-O Self-Administered Zone,2010,0,0
Myanmar,Shan-South,Pa-O Self-Administered Zone,2011,0,0
Myanmar,Shan-South,Pa-O Self-Administered Zone,2012,0,0
Myanmar,Shan-South,Pa-O Self-Administered Zone,2013,0,0
Myanmar,Shan-South,Pa-O Self-Administered Zone,2014,1,1
Myanmar,Shan-South,Pa-O Self-Administered Zone,2015,1,1
Myanmar,Shan-South,Pa-O Self-Administered Zone,2016,0,0
Myanmar,Shan-South,Pa-O Self-Administered Zone,2017,0,0
Myanmar,Shan-South,Pa-O Self-Administered Zone,2018,0,0
Myanmar,Shan-South,Pa-O Self-Administered Zone,2019,1,2
Myanmar,Shan-South,Pa-O Self-Administered Zone,2020,0,0
Myanmar,Shan-South,Pa-O Self-Administered Zone,2021,3,1
Myanmar,Shan-South,Pa-O Self-Administered Zone,2022,8,12
Myanmar,Shan-South,Pa-O Self-Administered Zone,2023,13,6
Myanmar,Shan-South,Pa-O Self-Administered Zone,2024,102,70
Myanmar,Shan-South,Pa-O Self-Administered Zone,2025,7,12
Myanmar,Shan-South,Pa-O Self-Administered Zone,2026,3,0
Myanmar,Shan-South,Taunggyi,2010,3,8
Myanmar,Shan-South,Taunggyi,2011,1,0
Myanmar,Shan-South,Taunggyi,2012,1,0
Myanmar,Shan-South,Taunggyi,2013,0,0
Myanmar,Shan-South,Taunggyi,2014,0,0
Myanmar,Shan-South,Taunggyi,2015,3,0
Myanmar,Shan-South,Taunggyi,2016,3,9
Myanmar,Shan-South,Taunggyi,2017,2,1
Myanmar,Shan-South,Taunggyi,2018,3,4
Myanmar,Shan-South,Taunggyi,2019,1,1
Myanmar,Shan-South,Taunggyi,2020,1,0
Myanmar,Shan-South,Taunggyi,2021,65,47
Myanmar,Shan-South,Taunggyi,2022,59,31
Myanmar,Shan-South,Taunggyi,2023,56,50
Myanmar,Shan-South,Taunggyi,2024,53,54
Myanmar,Shan-South,Taunggyi,2025,65,45
Myanmar,Shan-South,Taunggyi,2026,9,2
Myanmar,Tanintharyi,Dawei,2010,3,2
Myanmar,Tanintharyi,Dawei,2011,0,0
Myanmar,Tanintharyi,Dawei,2012,0,0
Myanmar,Tanintharyi,Dawei,2013,0,0
Myanmar,Tanintharyi,Dawei,2014,1,0
Myanmar,Tanintharyi,Dawei,2015,0,0
Myanmar,Tanintharyi,Dawei,2016,1,1
Myanmar,Tanintharyi,Dawei,2017,0,0
Myanmar,Tanintharyi,Dawei,2018,4,0
Myanmar,Tanintharyi,Dawei,2019,2,0
Myanmar,Tanintharyi,Dawei,2020,5,1
Myanmar,Tanintharyi,Dawei,2021,76,56
Myanmar,Tanintharyi,Dawei,2022,143,122
Myanmar,Tanintharyi,Dawei,2023,153,101
Myanmar,Tanintharyi,Dawei,2024,84,67
Myanmar,Tanintharyi,Dawei,2025,97,66
Myanmar,Tanintharyi,Dawei,2026,36,47
Myanmar,Tanintharyi,Kawthoung,2010,0,0
Myanmar,Tanintharyi,Kawthoung,2011,0,0
Myanmar,Tanintharyi,Kawthoung,2012,0,0
Myanmar,Tanintharyi,Kawthoung,2013,0,0
Myanmar,Tanintharyi,Kawthoung,2014,0,0
Myanmar,Tanintharyi,Kawthoung,2015,0,0
Myanmar,Tanintharyi,Kawthoung,2016,0,0
Myanmar,Tanintharyi,Kawthoung,2017,0,0
Myanmar,Tanintharyi,Kawthoung,2018,1,0
Myanmar,Tanintharyi,Kawthoung,2019,0,0
Myanmar,Tanintharyi,Kawthoung,2020,0,0
Myanmar,Tanintharyi,Kawthoung,2021,5,11
Myanmar,Tanintharyi,Kawthoung,2022,5,4
Myanmar,Tanintharyi,Kawthoung,2023,18,21
Myanmar,Tanintharyi,Kawthoung,2024,23,9
Myanmar,Tanintharyi,Kawthoung,2025,17,8
Myanmar,Tanintharyi,Kawthoung,2026,4,1
Myanmar,Tanintharyi,Myeik,2010,0,0
Myanmar,Tanintharyi,Myeik,2011,0,0
Myanmar,Tanintharyi,Myeik,2012,0,0
Myanmar,Tanintharyi,Myeik,2013,0,0
Myanmar,Tanintharyi,Myeik,2014,0,0
Myanmar,Tanintharyi,Myeik,2015,0,0
Myanmar,Tanintharyi,Myeik,2016,0,0
Myanmar,Tanintharyi,Myeik,2017,0,0
Myanmar,Tanintharyi,Myeik,2018,0,0
Myanmar,Tanintharyi,Myeik,2019,0,0
Myanmar,Tanintharyi,Myeik,2020,0,0
Myanmar,Tanintharyi,Myeik,2021,31,31
Myanmar,Tanintharyi,Myeik,2022,62,38
Myanmar,Tanintharyi,Myeik,2023,126,79
Myanmar,Tanintharyi,Myeik,2024,79,33
Myanmar,Tanintharyi,Myeik,2025,92,52
Myanmar,Tanintharyi,Myeik,2026,19,19
Myanmar,Yangon,Yangon-East,2010,1,10
Myanmar,Yangon,Yangon-East,2011,0,0
Myanmar,Yangon,Yangon-East,2012,0,0
Myanmar,Yangon,Yangon-East,2013,1,0
Myanmar,Yangon,Yangon-East,2014,0,0
Myanmar,Yangon,Yangon-East,2015,1,0
Myanmar,Yangon,Yangon-East,2016,0,0
Myanmar,Yangon,Yangon-East,2017,1,0
Myanmar,Yangon,Yangon-East,2018,1,0
Myanmar,Yangon,Yangon-East,2019,0,0
Myanmar,Yangon,Yangon-East,2020,0,0
Myanmar,Yangon,Yangon-East,2021,168,155
Myanmar,Yangon,Yangon-East,2022,104,62
Myanmar,Yangon,Yangon-East,2023,36,23
Myanmar,Yangon,Yangon-East,2024,26,5
Myanmar,Yangon,Yangon-East,2025,49,5
Myanmar,Yangon,Yangon-East,2026,13,0
Myanmar,Yangon,Yangon-North,2010,0,0
Myanmar,Yangon,Yangon-North,2011,3,0
Myanmar,Yangon,Yangon-North,2012,1,0
Myanmar,Yangon,Yangon-North,2013,1,2
Myanmar,Yangon,Yangon-North,2014,1,0
Myanmar,Yangon,Yangon-North,2015,0,0
Myanmar,Yangon,Yangon-North,2016,0,0
Myanmar,Yangon,Yangon-North,2017,1,2
Myanmar,Yangon,Yangon-North,2018,1,0
Myanmar,Yangon,Yangon-North,2019,2,0
Myanmar,Yangon,Yangon-North,2020,1,0
Myanmar,Yangon,Yangon-North,2021,103,75
Myanmar,Yangon,Yangon-North,2022,84,69
Myanmar,Yangon,Yangon-North,2023,22,20
Myanmar,Yangon,Yangon-North,2024,33,16
Myanmar,Yangon,Yangon-North,2025,40,3
Myanmar,Yangon,Yangon-North,2026,13,0
Myanmar,Yangon,Yangon-South,2010,0,0
Myanmar,Yangon,Yangon-South,2011,0,0
Myanmar,Yangon,Yangon-South,2012,0,0
Myanmar,Yangon,Yangon-South,2013,0,0
Myanmar,Yangon,Yangon-South,2014,0,0
Myanmar,Yangon,Yangon-South,2015,0,0
Myanmar,Yangon,Yangon-South,2016,0,0
Myanmar,Yangon,Yangon-South,2017,0,0
Myanmar,Yangon,Yangon-South,2018,1,1
Myanmar,Yangon,Yangon-South,2019,0,0
Myanmar,Yangon,Yangon-South,2020,1,0
Myanmar,Yangon,Yangon-South,2021,46,53
Myanmar,Yangon,Yangon-South,2022,67,58
Myanmar,Yangon,Yangon-South,2023,9,11
Myanmar,Yangon,Yangon-South,2024,4,2
Myanmar,Yangon,Yangon-South,2025,5,1
Myanmar,Yangon,Yangon-South,2026,1,0
Myanmar,Yangon,Yangon-West,2010,0,0
Myanmar,Yangon,Yangon-West,2011,1,1
Myanmar,Yangon,Yangon-West,2012,0,0
Myanmar,Yangon,Yangon-West,2013,1,0
Myanmar,Yangon,Yangon-West,2014,0,0
Myanmar,Yangon,Yangon-West,2015,0,0
Myanmar,Yangon,Yangon-West,2016,0,0
Myanmar,Yangon,Yangon-West,2017,1,0
Myanmar,Yangon,Yangon-West,2018,3,0
Myanmar,Yangon,Yangon-West,2019,0,0
Myanmar,Yangon,Yangon-West,2020,1,0
Myanmar,Yangon,Yangon-West,2021,87,56
Myanmar,Yangon,Yangon-West,2022,58,42
Myanmar,Yangon,Yangon-West,2023,15,8
Myanmar,Yangon,Yangon-West,2024,15,11
Myanmar,Yangon,Yangon-West,2025,25,2
Myanmar,Yangon,Yangon-West,2026,13,0
Niger,Agadez,Aderbissinat,1997,0,0
Niger,Agadez,Aderbissinat,1998,0,0
Niger,Agadez,Aderbissinat,1999,0,0
Niger,Agadez,Aderbissinat,2000,0,0
Niger,Agadez,Aderbissinat,2001,0,0
Niger,Agadez,Aderbissinat,2002,0,0
Niger,Agadez,Aderbissinat,2003,0,0
Niger,Agadez,Aderbissinat,2004,0,0
Niger,Agadez,Aderbissinat,2005,0,0
Niger,Agadez,Aderbissinat,2006,0,0
Niger,Agadez,Aderbissinat,2007,1,7
Niger,Agadez,Aderbissinat,2008,0,0
Niger,Agadez,Aderbissinat,2009,0,0
Niger,Agadez,Aderbissinat,2010,0,0
Niger,Agadez,Aderbissinat,2011,0,0
Niger,Agadez,Aderbissinat,2012,0,0
Niger,Agadez,Aderbissinat,2013,0,0
Niger,Agadez,Aderbissinat,2014,0,0
Niger,Agadez,Aderbissinat,2015,0,0
Niger,Agadez,Aderbissinat,2016,0,0
Niger,Agadez,Aderbissinat,2017,0,0
Niger,Agadez,Aderbissinat,2018,2,1
Niger,Agadez,Aderbissinat,2019,0,0
Niger,Agadez,Aderbissinat,2020,0,0
Niger,Agadez,Aderbissinat,2021,0,0
Niger,Agadez,Aderbissinat,2022,2,1
Niger,Agadez,Aderbissinat,2023,0,0
Niger,Agadez,Aderbissinat,2024,0,0
Niger,Agadez,Aderbissinat,2025,0,0
Niger,Agadez,Aderbissinat,2026,0,0
Niger,Agadez,Arlit,1997,0,0
Niger,Agadez,Arlit,1998,0,0
Niger,Agadez,Arlit,1999,0,0
Niger,Agadez,Arlit,2000,0,0
Niger,Agadez,Arlit,2001,0,0
Niger,Agadez,Arlit,2002,0,0
Niger,Agadez,Arlit,2003,0,0
Niger,Agadez,Arlit,2004,0,0
Niger,Agadez,Arlit,2005,0,0
Niger,Agadez,Arlit,2006,0,0
Niger,Agadez,Arlit,2007,0,0
Niger,Agadez,Arlit,2008,0,0
Niger,Agadez,Arlit,2009,0,0
Niger,Agadez,Arlit,2010,2,0
Niger,Agadez,Arlit,2011,0,0
Niger,Agadez,Arlit,2012,0,0
Niger,Agadez,Arlit,2013,1,0
Niger,Agadez,Arlit,2014,0,0
Niger,Agadez,Arlit,2015,0,0
Niger,Agadez,Arlit,2016,0,0
Niger,Agadez,Arlit,2017,0,0
Niger,Agadez,Arlit,2018,2,6
Niger,Agadez,Arlit,2019,0,0
Niger,Agadez,Arlit,2020,0,0
Niger,Agadez,Arlit,2021,0,0
Niger,Agadez,Arlit,2022,6,3
Niger,Agadez,Arlit,2023,1,0
Niger,Agadez,Arlit,2024,0,0
Niger,Agadez,Arlit,2025,0,0
Niger,Agadez,Arlit,2026,0,0
Niger,Agadez,Bilma,1997,0,0
Niger,Agadez,Bilma,1998,0,0
Niger,Agadez,Bilma,1999,0,0
Niger,Agadez,Bilma,2000,0,0
Niger,Agadez,Bilma,2001,0,0
Niger,Agadez,Bilma,2002,0,0
Niger,Agadez,Bilma,2003,0,0
Niger,Agadez,Bilma,2004,0,0
Niger,Agadez,Bilma,2005,0,0
Niger,Agadez,Bilma,2006,0,0
Niger,Agadez,Bilma,2007,0,0
Niger,Agadez,Bilma,2008,0,0
Niger,Agadez,Bilma,2009,0,0
Niger,Agadez,Bilma,2010,0,0
Niger,Agadez,Bilma,2011,0,0
Niger,Agadez,Bilma,2012,1,7
Niger,Agadez,Bilma,2013,0,0
Niger,Agadez,Bilma,2014,0,0
Niger,Agadez,Bilma,2015,0,0
Niger,Agadez,Bilma,2016,0,0
Niger,Agadez,Bilma,2017,0,0
Niger,Agadez,Bilma,2018,0,0
Niger,Agadez,Bilma,2019,0,0
Niger,Agadez,Bilma,2020,0,0
Niger,Agadez,Bilma,2021,1,8
Niger,Agadez,Bilma,2022,6,5
Niger,Agadez,Bilma,2023,1,0
Niger,Agadez,Bilma,2024,2,2
Niger,Agadez,Bilma,2025,3,4
Niger,Agadez,Bilma,2026,0,0
Niger,Agadez,Iferouane,1997,0,0
Niger,Agadez,Iferouane,1998,0,0
Niger,Agadez,Iferouane,1999,0,0
Niger,Agadez,Iferouane,2000,0,0
Niger,Agadez,Iferouane,2001,1,0
Niger,Agadez,Iferouane,2002,0,0
Niger,Agadez,Iferouane,2003,0,0
Niger,Agadez,Iferouane,2004,0,0
Niger,Agadez,Iferouane,2005,0,0
Niger,Agadez,Iferouane,2006,0,0
Niger,Agadez,Iferouane,2007,1,2
Niger,Agadez,Iferouane,2008,0,0
Niger,Agadez,Iferouane,2009,0,0
Niger,Agadez,Iferouane,2010,0,0
Niger,Agadez,Iferouane,2011,0,0
Niger,Agadez,Iferouane,2012,0,0
Niger,Agadez,Iferouane,2013,0,0
Niger,Agadez,Iferouane,2014,0,0
Niger,Agadez,Iferouane,2015,0,0
Niger,Agadez,Iferouane,2016,0,0
Niger,Agadez,Iferouane,2017,0,0
Niger,Agadez,Iferouane,2018,0,0
Niger,Agadez,Iferouane,2019,0,0
Niger,Agadez,Iferouane,2020,0,0
Niger,Agadez,Iferouane,2021,1,0
Niger,Agadez,Iferouane,2022,1,0
Niger,Agadez,Iferouane,2023,0,0
Niger,Agadez,Iferouane,2024,0,0
Niger,Agadez,Iferouane,2025,0,0
Niger,Agadez,Iferouane,2026,0,0
Niger,Agadez,Ingall,1997,0,0
