Country,Admin1,Admin2,ISO3,Admin2 Pcode,Admin1 Pcode,Month,Year,Events,Fatalities,Latitude,Longitude
Ethiopia,Afar,Kilbati-Zone 2,ETH,ET0202,ET02,January,1997,0,0,,
Ethiopia,Amhara,North Shewa,ETH,ET0305,ET03,January,1997,0,0,,
Ethiopia,Amhara,South Gondar,ETH,ET0302,ET03,January,1997,0,0,,
Ethiopia,Amhara,South Wello,ETH,ET0304,ET03,January,1997,0,0,,
Ethiopia,Benshangul/Gumuz,Kemashi,ETH,ET0604,ET06,January,1997,0,0,,
Ethiopia,Gambela,Majang,ETH,ET1203,ET12,January,1997,0,0,,
Ethiopia,Oromia,Guji,ETH,ET0414,ET04,January,1997,0,0,,
Ethiopia,Oromia,Horo Gudru Wellega,ETH,ET0419,ET04,January,1997,0,0,,
Ethiopia,Oromia,North Shewa,ETH,ET0406,ET04,January,1997,0,0,,
Ethiopia,Sidama,Sidama,ETH,ET1600,ET16,January,1997,0,0,,
Ethiopia,SNNP,Alle,ETH,ET0712,ET07,January,1997,0,0,,
Ethiopia,SNNP,Basketo,ETH,ET0716,ET07,January,1997,0,0,,
Ethiopia,South West,Kefa,ETH,ET1102,ET11,January,1997,0,0,,
Ethiopia,SNNP,South Omo,ETH,ET0707,ET07,January,1997,0,0,,
Ethiopia,SNNP,Welayta,ETH,ET0706,ET07,January,1997,0,0,,
Ethiopia,Somali,Jarar,ETH,ET0503,ET05,January,1997,0,0,,
Ethiopia,Tigray,North Western Tigray,ETH,ET0101,ET01,January,1997,0,0,,
Ethiopia,Tigray,Western Tigray,ETH,ET0105,ET01,January,1997,0,0,,
Ethiopia,Amhara,Wag Hamra,ETH,ET0308,ET03,January,1997,0,0,,
Ethiopia,Gambela,Agnewak,ETH,ET1202,ET12,January,1997,0,0,,
Ethiopia,Oromia,West Wellega,ETH,ET0401,ET04,January,1997,0,0,,
Ethiopia,SNNP,Gofa,ETH,ET0715,ET07,January,1997,0,0,,
Ethiopia,SNNP,Hadiya,ETH,ET0702,ET07,January,1997,0,0,,
Ethiopia,Afar,Gabi-Zone 3,ETH,ET0203,ET02,January,1997,0,0,,
Ethiopia,Benshangul/Gumuz,Mao Komo Special,ETH,ET0605,ET06,January,1997,0,0,,
Ethiopia,Gambela,Itang Special woreda,ETH,ET1204,ET12,January,1997,0,0,,
Ethiopia,Harari,Harari,ETH,ET1301,ET13,January,1997,0,0,,
Ethiopia,Oromia,Bale,ETH,ET0411,ET04,January,1997,0,0,,
Ethiopia,Oromia,East Bale,ETH,ET0421,ET04,January,1997,0,0,,
Ethiopia,Oromia,Finfine Special,ETH,ET0420,ET04,January,1997,0,0,,
Ethiopia,SNNP,Burji,ETH,ET0722,ET07,January,1997,0,0,,
Ethiopia,South West,Dawuro,ETH,ET1104,ET11,January,1997,0,0,,
Ethiopia,SNNP,Derashe,ETH,ET0723,ET07,January,1997,0,0,,
Ethiopia,SNNP,Kembata Tibaro,ETH,ET0703,ET07,January,1997,0,0,,
Ethiopia,SNNP,Konso,ETH,ET0713,ET07,January,1997,0,0,,
Ethiopia,South West,Konta Special,ETH,ET1106,ET11,January,1997,0,0,,
Ethiopia,SNNP,Siltie,ETH,ET0720,ET07,January,1997,0,0,,
Ethiopia,Somali,Erer,ETH,ET0504,ET05,January,1997,0,0,,
