Country,Admin1,Admin2,ISO3,Admin2 Pcode,Admin1 Pcode,Month,Year,Events,Fatalities,Latitude,Longitude
Central African Republic,Nana-Grebizi,Mbres,CAF,CF422,CF42,January,1997,0,0,,
Central African Republic,Vakaga,Birao,CAF,CF531,CF53,January,1997,0,0,,
Central African Republic,Mbomou,Ouango,CAF,CF622,CF62,January,1997,0,0,,
Central African Republic,Ouaka,Ippy,CAF,CF435,CF43,January,1997,0,0,,
Central African Republic,Basse-Kotto,Mingala,CAF,CF614,CF61,January,1997,0,0,,
Central African Republic,Nana-Grebizi,Kaga-Bandoro,CAF,CF421,CF42,January,1997,0,0,,
Central African Republic,Ouham,Nana-Bakassa,CAF,CF322,CF32,January,1997,0,0,,
Central African Republic,Mambere-Kadei,Sosso-Nakombo,CAF,CF215,CF21,January,1997,0,0,,
Central African Republic,Nana-Mambere,Baboua,CAF,CF223,CF22,January,1997,0,0,,
Central African Republic,Mambere-Kadei,Gadzi,CAF,CF217,CF21,January,1997,0,0,,
Central African Republic,Ouham-Pende,Ngaoundaye,CAF,CF315,CF31,January,1997,0,0,,
Central African Republic,Bamingui-Bangoran,Ndele,CAF,CF511,CF51,January,1997,0,0,,
Central African Republic,Haut-Mbomou,Bambouti,CAF,CF632,CF63,January,1997,0,0,,
Central African Republic,Ombella-M'Poko,Boali,CAF,CF114,CF11,January,1997,0,0,,
Central African Republic,Ouham-Pende,Koui,CAF,CF313,CF31,January,1997,0,0,,
Central African Republic,Mambere-Kadei,Dede-Mokouba,CAF,CF216,CF21,January,1997,0,0,,
Central African Republic,Lobaye,Mbaiki,CAF,CF121,CF12,January,1997,0,0,,
Central African Republic,Lobaye,Boda,CAF,CF123,CF12,January,1997,0,0,,
Central African Republic,Lobaye,Mongoumba,CAF,CF122,CF12,January,1997,0,0,,
Central African Republic,Mambere-Kadei,Carnot,CAF,CF213,CF21,January,1997,0,0,,
Central African Republic,Nana-Mambere,Abba,CAF,CF224,CF22,January,1997,0,0,,
Central African Republic,Ouham,Bouca,CAF,CF325,CF32,January,1997,0,0,,
Central African Republic,Ouham,Batangafo,CAF,CF326,CF32,January,1997,0,0,,
