"year","ISO","ISO_No","Country_N","Adm_N","GID_1","HASC","PWC_Lat","PWC_Lon","Pop","Density","Area","PWD_A","PWD_G","PWD_M","PWD_D1","PWD_D2","PWD_D3","PWD_D4","PWD_D5","PWD_D6","PWD_D7","PWD_D8","PWD_D9","PWD_D10"
"2000","KHM","116","Cambodia","Tbong Khmum","KHM.25_1","KH.TB","11.9245567321777","105.785453796387","729156","147.6","4941.1","363.0","217.5","205.9","80.2","118.1","151.0","178.6","205.9","240.3","298.6","407.7","614.1","11973.7"
"2000","CMR","120","Cameroon","Adamaoua","CMR.1_1","CM.AD","6.84641170501709","13.2001886367798","778384","12.1","64112.5","36.4","19.0","18.0","5.1","7.4","9.9","13.5","18.0","23.7","30.9","42.7","69.3","444.8"
"2000","CMR","120","Cameroon","Centre","CMR.2_1","CM.CE","3.96741604804993","11.5242872238159","2647833","38.4","68903.7","3702.6","685.0","3669.5","16.1","33.7","67.6","375.2","3669.5","6193.7","7170.1","7577.9","7949.5","8857.8"
"2000","CMR","120","Cameroon","Est","CMR.3_1","CM.ES","4.20989418029785","14.0848197937012","708729","6.5","109294.9","26.9","12.1","11.4","2.6","4.0","5.7","8.3","11.4","15.8","22.3","33.4","60.7","451.3"
"2000","CMR","120","Cameroon","Extrême-Nord","CMR.4_1","CM.EN","10.7937803268433","14.3899946212769","2747639","81.1","33892.3","196.7","124.3","118.8","39.8","58.1","74.9","94.4","118.8","149.7","192.5","262.5","431.7","1273.3"
"2000","CMR","120","Cameroon","Littoral","CMR.5_1","CM.LT","4.13455104827881","9.7579231262207","2130875","107.0","19923.3","1916.5","843.8","1886.3","59.2","162.0","411.0","1117.3","1886.3","2721.3","3420.9","3619.9","3822.5","4040.2"
"2000","CMR","120","Cameroon","Nord","CMR.7_1","CM.NO","9.20205879211426","13.7381973266602","1452996","22.0","65997.8","122.2","54.1","60.6","8.0","15.8","29.3","44.5","60.6","78.4","106.9","161.9","315.8","1019.5"
"2000","CMR","120","Cameroon","Nord-Ouest","CMR.6_1","CM.NW","6.18252563476562","10.3755035400391","1632667","93.5","17459.0","232.5","149.0","160.5","44.2","76.6","109.6","134.8","160.5","188.9","221.5","265.9","389.9","1858.6"
"2000","CMR","120","Cameroon","Ouest","CMR.8_1","CM.OU","5.48548936843872","10.4253568649292","1643529","119.5","13758.1","381.6","212.9","214.3","54.3","93.8","126.7","171.0","214.3","264.8","328.4","479.9","879.9","3131.2"
"2000","CMR","120","Cameroon","Sud","CMR.10_1","CM.SU","2.88579130172729","11.2887105941772","560847","11.8","47329.2","40.8","20.5","20.1","4.8","7.8","11.5","15.4","20.1","25.6","33.7","46.7","80.8","495.5"
"2000","CMR","120","Cameroon","Sud-Ouest","CMR.9_1","CM.SW","4.72676610946655","9.38207530975342","1210440","48.8","24816.6","225.2","119.1","142.3","16.8","42.3","72.9","109.0","142.3","183.0","234.5","322.9","655.7","1059.0"
"2000","CPV","132","Cape Verde","Boa Vista","CPV.1_1","CV.BV","16.1163024902344","-22.8452301025391","3939","6.2","635.7","12.3","8.7","7.4","3.0","4.2","5.4","6.3","7.4","10.4","14.5","23.4","28.8","48.0"
"2000","CPV","132","Cape Verde","Brava","CPV.2_1","CV.BR","14.8611946105957","-24.7040672302246","6368","86.3","73.8","102.9","95.2","114.0","49.1","64.0","72.7","102.7","114.0","118.6","127.8","136.4","148.6","158.9"
"2000","CPV","132","Cape Verde","Maio","CPV.3_1","CV.MA","15.2003831863403","-23.171329498291","6706","24.1","278.1","38.1","29.8","24.9","13.1","17.8","20.4","22.3","24.9","30.1","40.4","61.4","81.4","145.5"
"2000","CPV","132","Cape Verde","Mosteiros","CPV.4_1","CV.MO","15.0122261047363","-24.3363704681396","4818","58.3","82.6","81.5","69.3","60.0","29.1","41.3","50.3","56.0","60.0","98.0","111.9","130.1","149.4","164.4"
"2000","CPV","132","Cape Verde","Paúl","CPV.5_1","CV.PA","17.1244792938232","-25.0144538879395","17696","363.1","48.7","449.3","404.6","382.2","195.1","282.4","329.3","355.4","382.2","441.1","524.3","686.2","788.1","930.3"
"2000","CPV","132","Cape Verde","Porto Novo","CPV.6_1","CV.PN","17.036190032959","-25.1676692962646","7847","13.5","583.4","21.7","17.2","17.6","6.5","9.0","11.4","14.1","17.6","21.0","28.6","33.3","42.0","71.5"
"2000","CPV","132","Cape Verde","Praia","CPV.7_1","CV.PC","14.9398069381714","-23.5202484130859","13409","129.5","103.6","164.0","147.0","157.1","80.3","89.5","103.9","128.1","157.1","190.7","213.3","247.6","262.9","301.2"
"2000","CPV","132","Cape Verde","Ribeira Brava","CPV.8_1","CV.RB","16.6186943054199","-24.2801532745361","6899","29.0","237.8","57.9","45.3","62.9","14.1","20.7","36.0","55.8","62.9","67.9","73.0","82.8","101.4","134.1"
"2000","CPV","132","Cape Verde","Ribeira Grande","CPV.9_1","CV.RG","17.1524047851562","-25.1130294799805","12572","74.8","168.2","95.9","86.8","101.4","46.6","60.4","81.0","91.2","101.4","107.3","112.3","121.9","138.8","617.4"
"2000","CPV","132","Cape Verde","Ribeira Grande de Santiago","CPV.10_1","CV.RS","14.9487171173096","-23.6183013916016","8591","59.8","143.7","113.6","86.1","133.2","24.7","31.7","50.5","82.7","133.2","153.9","163.9","171.9","185.0","326.9"
"2000","CPV","132","Cape Verde","Sal","CPV.11_1","CV.SL","16.705659866333","-22.934024810791","26951","118.8","226.9","192.5","159.1","180.5","57.5","93.4","138.9","160.8","180.5","196.5","238.6","276.1","345.8","512.7"
"2000","CPV","132","Cape Verde","Santa Catarina","CPV.12_1","CV.CT","15.1179523468018","-23.7033996582031","45623","198.6","229.7","265.1","231.8","271.4","102.6","134.7","167.8","203.4","271.4","312.0","351.1","384.3","427.4","996.5"
"2000","CPV","132","Cape Verde","Santa Catarina do Fogo","CPV.13_1","CV.CT","14.9253606796265","-24.3311748504639","18979","342.9","55.3","399.1","371.5","392.7","227.8","245.9","291.0","343.6","392.7","422.6","471.4","522.9","596.6","1220.4"
"2000","CPV","132","Cape Verde","Santa Cruz","CPV.14_1","CV.CZ","15.1176662445068","-23.5492725372314","7586","65.1","116.6","87.7","77.0","90.6","37.3","46.3","62.4","78.3","90.6","96.8","101.8","116.2","148.8","192.7"
"2000","CPV","132","Cape Verde","São Domingos","CPV.15_1","CV.SD","15.0257616043091","-23.5261058807373","12466","77.8","160.2","95.1","87.0","96.0","43.0","57.7","74.4","87.8","96.0","107.9","113.6","126.9","145.5","181.8"
"2000","CPV","132","Cape Verde","São Filipe","CPV.16_1","CV.FP","14.9025096893311","-24.3942565917969","9933","29.1","341.7","57.7","37.1","31.9","16.3","19.9","22.9","25.8","31.9","41.5","49.1","62.1","86.9","546.4"
"2000","CPV","132","Cape Verde","São Lourenço dos Órgãos","CPV.17_1","CV.LO","15.0645437240601","-23.6011047363281","111071","3065.7","36.2","3478.3","3391.5","3461.9","2766.7","3090.2","3253.6","3356.5","3461.9","3615.0","3763.5","3940.9","4166.8","5318.8"
"2000","CPV","132","Cape Verde","São Miguel","CPV.18_1","CV.SM","15.1893844604492","-23.6310367584229","7286","90.3","80.7","132.2","110.2","134.8","47.5","56.5","71.4","85.4","134.8","161.9","173.6","191.6","238.9","318.7"
"2000","CPV","132","Cape Verde","São Salvador do Mundo","CPV.19_1","CV.SS","15.0876655578613","-23.6401214599609","17170","552.3","31.1","649.5","605.7","642.7","338.2","448.0","574.9","607.6","642.7","684.7","742.7","789.3","972.7","1169.8"
"2000","CPV","132","Cape Verde","São Vicente","CPV.20_1","CV.SV","16.8649673461914","-24.9682807922363","62861","227.1","276.8","450.3","365.1","386.4","157.6","214.0","263.6","312.5","386.4","474.6","543.4","683.8","884.3","1177.2"
"2000","CPV","132","Cape Verde","Tarrafal","CPV.21_1","CV.TF","15.2618913650513","-23.7275695800781","14317","117.0","122.4","173.2","145.2","152.7","66.0","87.5","105.7","122.2","152.7","196.5","216.9","251.2","319.7","429.4"
"2000","CPV","132","Cape Verde","Tarrafal de São Nicolau","CPV.22_1","CV.TS","16.5913276672363","-24.358039855957","5081","43.8","115.9","79.5","60.3","62.6","20.2","31.0","36.7","46.9","62.6","88.7","100.6","124.4","168.2","243.7"
"2000","CYM","136","Cayman Islands","Bodden Town","CYM.1_1","KY.BT","19.2729682922363","-81.2805023193359","6396","736.9","8.7","809.3","777.5","879.6","468.8","594.3","780.2","848.7","879.6","918.9","952.8","973.2","992.8","1034.2"
"2000","CYM","136","Cayman Islands","Cayman Brac","CYM.2_1","KY.CB","19.7137203216553","-79.8197555541992","1312","29.5","44.4","46.3","36.4","33.2","15.8","19.7","23.7","29.1","33.2","41.4","47.0","73.1","99.3","185.8"
"2000","CYM","136","Cayman Islands","East End","CYM.3_1","KY.EE","19.3235244750977","-81.1310501098633","1445","25.5","56.6","29.7","27.6","29.6","15.8","19.9","21.9","25.7","29.6","32.4","34.5","37.0","46.3","60.0"
"2000","CYM","136","Cayman Islands","George Town","CYM.4_1","KY.GT","19.2902164459229","-81.3597717285156","22306","736.6","30.3","799.0","770.9","828.9","528.1","604.8","702.0","782.8","828.9","894.2","939.1","968.5","1028.0","1113.3"
"2000","CYM","136","Cayman Islands","Little Cayman","CYM.5_1","KY.SO","19.6748905181885","-80.0584335327148","756","19.9","37.9","35.9","27.5","32.5","7.7","12.6","18.0","25.8","32.5","37.2","46.8","55.3","78.3","90.5"
"2000","CYM","136","Cayman Islands","North Side","CYM.6_1","KY.NS","19.3021469116211","-81.2593841552734","1174","12.8","91.4","30.1","19.2","21.3","5.7","8.2","10.7","14.5","21.3","30.1","39.5","45.6","52.7","812.8"
"2000","CYM","136","Cayman Islands","West Bay","CYM.7_1","KY.WB","19.3720111846924","-81.3877182006836","8914","406.9","21.9","530.1","470.3","555.2","225.2","264.8","338.8","454.0","555.2","599.4","653.8","779.7","856.5","979.4"
"2000","CAF","140","Central African Republic","Bamingui-Bangoran","CAF.1_1","CF.BB","8.67154884338379","20.4635944366455","40835","0.7","58674.2","5.0","1.8","1.9","0.3","0.5","0.8","1.3","1.9","2.4","3.8","5.7","12.8","97.3"
"2000","CAF","140","Central African Republic","Bangui","CAF.2_1","CF.BG","4.37695980072021","18.5736961364746","176891","2111.7","83.8","9425.3","5917.0","8611.3","1178.9","2282.6","3313.5","4624.8","8611.3","12313.3","15655.0","17174.2","18160.6","23193.1"
"2000","CAF","140","Central African Republic","Basse-Kotto","CAF.3_1","CF.BK","4.71876859664917","21.3403778076172","235188","14.1","16712.2","84.3","35.8","38.5","5.7","10.7","17.7","26.9","38.5","50.8","71.2","113.9","229.2","935.7"
"2000","CAF","140","Central African Republic","Haut-Mbomou","CAF.4_1","CF.HM","5.32303810119629","25.7295837402344","54422","1.0","56590.1","26.2","10.1","12.4","1.0","2.4","4.9","8.5","12.4","18.7","29.4","51.6","74.7","149.3"
"2000","CAF","140","Central African Republic","Haute-Kotto","CAF.5_1","CF.HK","6.99470090866089","22.2139549255371","85285","1.0","86398.5","24.9","7.6","9.6","0.5","1.5","2.9","5.5","9.6","18.1","27.9","46.9","77.8","171.1"
"2000","CAF","140","Central African Republic","Kémo","CAF.6_1","CF.KG","5.84831142425537","19.2574443817139","111795","6.8","16481.2","106.7","25.8","20.9","2.4","4.4","7.7","14.3","20.9","38.0","67.9","196.1","383.1","743.9"
"2000","CAF","140","Central African Republic","Lobaye","CAF.7_1","CF.LB","4.04085159301758","17.7905883789062","234100","12.6","18521.8","71.1","33.6","40.8","4.7","9.2","16.4","25.7","40.8","56.5","82.0","118.7","180.2","614.2"
"2000","CAF","140","Central African Republic","Mambéré-Kadéï","CAF.8_1","CF.HS","4.52047634124756","15.8020277023315","341097","11.5","29761.8","100.9","33.7","32.2","4.3","8.7","13.6","22.5","32.2","47.9","79.1","130.5","294.7","1348.8"
"2000","CAF","140","Central African Republic","Mbomou","CAF.9_1","CF.MB","4.76940584182739","22.7745838165283","154958","2.6","60243.6","201.2","31.2","34.3","1.2","3.7","9.1","17.7","34.3","68.7","137.4","314.1","715.7","1733.7"
"2000","CAF","140","Central African Republic","Nana-Grébizi","CAF.10_1","CF.KB","6.95521545410156","19.2915344238281","111301","5.6","19748.8","97.0","23.3","20.2","2.2","4.4","7.4","12.0","20.2","30.4","68.3","187.4","344.1","724.6"
"2000","CAF","140","Central African Republic","Nana-Mambéré","CAF.11_1","CF.NM","5.81053304672241","15.4250621795654","220844","8.1","27154.0","80.7","25.3","23.6","2.8","5.6","10.2","16.2","23.6","35.8","60.4","116.4","284.1","691.6"
"2000","CAF","140","Central African Republic","Ombella-M'Poko","CAF.12_1","CF.MP","4.52146339416504","18.3881130218506","707837","22.3","31808.7","9123.8","1271.7","7759.0","10.2","47.4","204.1","812.6","7759.0","13086.5","16291.2","18163.3","21187.4","29998.4"
"2000","CAF","140","Central African Republic","Ouaka","CAF.13_1","CF.UK","5.67034101486206","20.604398727417","261665","5.3","49343.6","169.2","30.2","26.7","2.5","5.7","9.9","16.7","26.7","42.9","75.0","162.0","678.3","1680.7"
"2000","CAF","140","Central African Republic","Ouham","CAF.15_1","CF.AC","6.95570278167725","17.72776222229","349357","6.6","53152.0","124.0","25.0","18.1","2.8","5.6","8.9","13.1","18.1","29.3","52.1","138.9","487.6","1458.4"
"2000","CAF","140","Central African Republic","Ouham-Pendé","CAF.14_1","CF.OP","6.95963716506958","16.0437335968018","407104","12.8","31827.1","86.9","30.9","29.5","5.6","9.8","14.4","20.0","29.5","40.4","58.7","94.3","188.5","1333.5"
"2000","CAF","140","Central African Republic","Sangha-Mbaéré","CAF.16_1","CF.SE","3.54302382469177","16.1479206085205","98351","5.3","18549.5","107.8","26.4","27.7","2.1","4.8","10.2","17.2","27.7","41.8","71.3","151.9","381.9","1063.7"
"2000","CAF","140","Central African Republic","Vakaga","CAF.17_1","CF.VK","9.91631317138672","22.3909301757812","49383","1.1","46875.9","7.4","3.0","3.6","0.4","0.6","1.1","2.2","3.6","5.9","8.6","11.1","14.8","75.0"
"2000","LKA","144","Sri Lanka","Ampara","LKA.1_1","LK.AP","7.33410739898682","81.6736907958984","598079","136.9","4369.9","4616.1","1021.4","1089.9","87.9","165.7","284.6","524.8","1089.9","2075.8","3766.8","6772.5","12358.9","83756.4"
"2000","LKA","144","Sri Lanka","Anuradhapura","LKA.2_1","LK.AD","8.29086589813232","80.4910888671875","733069","102.6","7143.7","484.8","220.8","213.7","53.5","86.3","122.1","163.4","213.7","276.9","364.1","514.5","993.7","9386.5"
"2000","LKA","144","Sri Lanka","Badulla","LKA.3_1","LK.BD","6.98487043380737","81.0131378173828","764749","269.4","2838.4","1011.6","561.7","551.3","142.4","234.2","328.3","434.3","551.3","710.0","961.5","1446.4","2501.8","10804.9"
"2000","LKA","144","Sri Lanka","Batticaloa","LKA.4_1","LK.BC","7.73007583618164","81.6456985473633","502038","204.0","2460.8","4238.4","1512.0","1898.6","128.6","367.7","755.6","1276.9","1898.6","2811.9","4441.3","7151.0","11824.8","37524.8"
"2000","LKA","144","Sri Lanka","Colombo","LKA.5_1","LK.CO","6.87756729125977","79.9226531982422","2227212","3238.3","687.8","12005.4","6830.8","7165.4","1553.8","2668.5","3805.1","5304.8","7165.4","9751.0","13577.1","18123.5","30925.2","75058.3"
"2000","LKA","144","Sri Lanka","Galle","LKA.6_1","LK.GL","6.17354583740234","80.2047424316406","983331","603.7","1628.8","1877.4","1059.7","993.3","281.3","413.8","554.7","736.1","993.3","1357.5","1930.9","2839.5","4639.1","19071.9"
"2000","LKA","144","Sri Lanka","Gampaha","LKA.7_1","LK.GQ","7.09482717514038","79.9658889770508","2036969","1456.9","1398.1","3386.4","2271.4","2418.7","636.4","988.2","1383.9","1852.9","2418.7","3116.9","3929.1","5120.6","7131.1","38359.3"
"2000","LKA","144","Sri Lanka","Hambantota","LKA.8_1","LK.HB","6.17832946777344","80.9121475219727","514560","199.4","2580.7","647.5","413.1","401.8","145.0","207.6","265.6","329.1","401.8","496.6","629.8","864.3","1427.1","9327.6"
"2000","LKA","144","Sri Lanka","Jaffna","LKA.9_1","LK.JA","9.72608375549316","80.0627822875977","544009","539.9","1007.6","2249.5","1288.9","1465.6","278.5","551.7","844.4","1149.4","1465.6","1845.9","2327.6","3058.3","4733.9","27430.0"
"2000","LKA","144","Sri Lanka","Kalutara","LKA.10_1","LK.KT","6.61374807357788","80.0374145507812","1035017","625.1","1655.7","2449.7","1257.5","1192.9","276.7","432.9","607.6","844.4","1192.9","1775.7","2609.4","3847.8","6396.1","34134.9"
"2000","LKA","144","Sri Lanka","Kandy","LKA.11_1","LK.KY","7.26978063583374","80.6344146728516","1260926","653.6","1929.3","2429.4","1338.6","1384.6","325.3","532.4","763.8","1050.3","1384.6","1813.9","2422.8","3435.9","5401.0","67118.5"
"2000","LKA","144","Sri Lanka","Kegalle","LKA.12_1","LK.KE","7.1518759727478","80.3403396606445","766306","459.3","1668.4","986.9","655.5","606.2","243.0","327.3","407.7","498.3","606.2","746.4","960.8","1304.7","2053.2","11844.2"
"2000","LKA","144","Sri Lanka","Kilinochchi","LKA.13_1","LK.KL","9.39110374450684","80.3829879760742","206842","155.2","1333.1","948.9","394.0","410.6","62.4","129.1","202.5","294.1","410.6","566.3","746.8","1067.2","2883.1","9636.1"
"2000","LKA","144","Sri Lanka","Kurunegala","LKA.14_1","LK.KG","7.57606315612793","80.2368316650391","1430257","292.4","4890.7","672.5","418.3","381.4","148.7","206.6","259.7","315.6","381.4","466.7","600.8","831.0","1390.2","20792.4"
"2000","LKA","144","Sri Lanka","Mannar","LKA.15_1","LK.MB","8.95605373382568","79.9651184082031","111261","55.3","2010.6","1864.6","329.7","299.1","33.4","85.4","137.6","198.8","299.1","471.6","776.7","1412.6","4140.7","45193.3"
"2000","LKA","144","Sri Lanka","Matale","LKA.16_1","LK.MT","7.61064147949219","80.6566772460938","435630","211.2","2063.1","1112.7","518.9","493.4","116.7","189.3","277.2","373.9","493.4","653.7","918.5","1472.1","2905.6","14229.0"
"2000","LKA","144","Sri Lanka","Matara","LKA.17_1","LK.MH","6.07976961135864","80.5425109863281","751274","572.8","1311.6","1554.6","902.0","769.8","275.7","377.0","475.4","598.5","769.8","1038.8","1497.8","2295.1","4009.8","15355.2"
"2000","LKA","144","Sri Lanka","Moneragala","LKA.18_1","LK.MJ","6.79576730728149","81.2459106445312","387600","68.0","5699.2","268.8","157.0","173.2","36.6","69.5","99.9","133.4","173.2","220.1","282.9","378.5","580.6","4077.1"
"2000","LKA","144","Sri Lanka","Mullaitivu","LKA.19_1","LK.MP","9.24285984039307","80.5835418701172","229969","91.7","2508.4","719.5","342.0","413.7","45.4","110.9","193.1","286.4","413.7","582.2","806.4","1169.9","1894.1","5371.9"
"2000","LKA","144","Sri Lanka","Nuwara Eliya","LKA.20_1","LK.NW","6.97081995010376","80.6993103027344","691916","401.1","1725.2","1066.7","651.9","635.6","228.6","336.5","425.4","518.2","635.6","778.5","970.6","1292.2","1967.6","29840.6"
"2000","LKA","144","Sri Lanka","Polonnaruwa","LKA.21_1","LK.PR","7.96734094619751","81.0187606811523","348463","103.4","3369.2","483.5","248.5","248.8","59.8","103.7","143.7","190.0","248.8","324.1","434.0","630.3","1184.0","8939.9"
"2000","LKA","144","Sri Lanka","Puttalam","LKA.22_1","LK.PX","7.69856929779053","79.8551864624023","702400","222.1","3163.2","1409.1","645.8","684.8","120.6","214.8","322.3","482.0","684.8","953.7","1321.6","1919.3","3137.8","18534.8"
"2000","LKA","144","Sri Lanka","Ratnapura","LKA.23_1","LK.RN","6.60874366760254","80.5346450805664","995182","302.8","3286.3","802.6","484.9","453.9","161.9","232.3","302.1","369.7","453.9","559.1","716.5","1026.9","1732.8","15121.8"
"2000","LKA","144","Sri Lanka","Trincomalee","LKA.24_1","LK.TC","8.52380466461182","81.1527099609375","328652","125.3","2623.8","3038.7","807.8","838.5","73.8","154.7","271.1","483.7","838.5","1634.3","2909.4","4812.7","7998.3","72075.9"
"2000","LKA","144","Sri Lanka","Vavuniya","LKA.25_1","LK.VA","8.7891960144043","80.4755325317383","191883","95.3","2012.5","1031.5","392.4","444.4","42.1","88.9","160.6","283.6","444.4","694.3","1172.8","1949.4","2961.2","11134.5"
"2000","TCD","148","Chad","Barh el Ghazel","TCD.1_1","TD.BG","13.7261695861816","16.5590858459473","179233","3.2","56509.3","9.5","6.3","8.9","1.4","2.5","4.3","6.4","8.9","10.5","12.5","14.9","18.8","43.8"
"2000","TCD","148","Chad","Batha","TCD.2_1","TD.BA","13.4744644165039","18.7038764953613","378116","4.2","90616.3","7.3","5.5","5.8","2.2","2.8","3.7","4.9","5.8","6.8","8.1","9.6","13.9","42.3"
"2000","TCD","148","Chad","Borkou","TCD.3_1","TD.BR","16.9166679382324","19.0986557006836","50034","0.2","257017.0","1.0","0.4","0.4","0.1","0.1","0.2","0.3","0.4","0.5","0.7","1.0","2.5","12.4"
"2000","TCD","148","Chad","Chari-Baguirmi","TCD.4_1","TD.CB","11.2773113250732","16.0449924468994","465130","10.1","46037.4","23.0","14.4","11.6","4.8","6.4","7.8","9.4","11.6","15.9","24.0","36.5","49.6","1160.9"
"2000","TCD","148","Chad","Ennedi Est","TCD.5_1","TD.EE","16.4702320098877","22.9764213562012","53644","0.7","77623.8","2.1","1.6","2.1","0.5","1.1","1.7","1.9","2.1","2.3","2.6","2.9","3.4","5.7"
"2000","TCD","148","Chad","Ennedi Ouest","TCD.6_1","TD.EO","17.1177349090576","21.3854312896729","21916","0.2","111383.8","0.5","0.3","0.4","0.1","0.2","0.3","0.3","0.4","0.4","0.5","0.8","1.1","3.9"
"2000","TCD","148","Chad","Guéra","TCD.7_1","TD.GR","11.9239234924316","18.6359176635742","408912","6.7","61274.5","13.2","9.8","11.7","2.6","4.6","6.9","9.4","11.7","14.1","16.5","19.9","25.6","72.1"
"2000","TCD","148","Chad","Hadjer-Lamis","TCD.8_1","TD.HD","12.6087646484375","15.9799776077271","453653","14.9","30458.6","21.9","17.7","16.2","8.6","10.1","12.0","13.9","16.2","19.3","24.1","30.8","42.2","122.8"
"2000","TCD","148","Chad","Kanem","TCD.9_1","TD.KM","14.0784673690796","15.2267656326294","226453","3.3","67907.7","14.6","9.1","12.0","1.6","4.5","7.1","9.6","12.0","14.6","18.3","22.8","30.1","80.8"
"2000","TCD","148","Chad","Lac","TCD.10_1","TD.LC","13.5792655944824","14.7058153152466","334072","17.7","18901.0","33.9","25.0","25.9","7.7","10.6","14.4","18.6","25.9","39.7","48.7","56.1","69.1","110.5"
"2000","TCD","148","Chad","Logone Occidental","TCD.11_1","TD.LO","8.78242683410645","15.9668264389038","528700","59.8","8839.7","78.0","67.6","67.0","35.2","46.3","54.1","61.1","67.0","75.0","83.6","99.3","119.5","455.4"
"2000","TCD","148","Chad","Logone Oriental","TCD.12_1","TD.LR","8.39105892181396","16.5144729614258","653667","27.6","23715.9","52.3","36.9","37.1","13.2","18.1","23.5","29.9","37.1","44.9","54.9","70.7","96.6","452.6"
"2000","TCD","148","Chad","Mandoul","TCD.13_1","TD.MA","8.72776412963867","17.5383892059326","491611","28.5","17261.5","42.5","34.9","34.5","15.5","20.5","25.0","29.7","34.5","40.6","49.9","61.2","81.4","165.1"
"2000","TCD","148","Chad","Mayo-Kebbi Est","TCD.14_1","TD.ME","9.9955415725708","15.4391508102417","615845","34.1","18044.5","57.4","45.3","51.6","14.7","22.1","33.9","42.2","51.6","60.6","70.5","85.9","107.1","308.9"
"2000","TCD","148","Chad","Mayo-Kebbi Ouest","TCD.15_1","TD.MW","9.38040351867676","14.68346118927","436444","35.1","12422.3","45.8","39.3","37.0","22.1","26.6","30.3","33.6","37.0","41.3","46.7","54.1","71.0","321.9"
"2000","TCD","148","Chad","Moyen-Chari","TCD.16_1","TD.MC","9.20961952209473","18.5661182403564","463325","11.2","41210.2","21.0","15.3","14.8","5.7","7.8","9.7","12.2","14.8","18.7","23.5","30.8","43.9","147.4"
"2000","TCD","148","Chad","Ouaddaï","TCD.17_1","TD.OA","13.5063762664795","21.3131122589111","504018","16.9","29864.6","24.3","19.7","19.3","10.1","13.1","15.1","17.1","19.3","21.7","24.0","26.8","36.0","191.0"
"2000","TCD","148","Chad","Salamat","TCD.18_1","TD.SA","10.9743499755859","20.3053169250488","238802","3.5","68208.6","7.6","5.1","5.6","1.4","2.1","3.2","4.3","5.6","6.7","8.6","11.2","15.4","50.8"
"2000","TCD","148","Chad","Sila","TCD.19_1","TD.SI","12.115629196167","21.6782550811768","270806","7.6","35836.3","10.7","9.1","9.9","3.6","4.7","7.2","8.7","9.9","11.4","12.8","14.6","18.7","34.3"
"2000","TCD","148","Chad","Tandjilé","TCD.20_1","TD.TA","9.38921451568604","16.1998538970947","550681","31.4","17540.4","60.0","45.6","54.1","12.4","21.8","34.6","43.4","54.1","64.4","76.0","89.7","117.3","247.4"
"2000","TCD","148","Chad","Tibesti","TCD.21_1","TD.TI","20.9433460235596","16.5669803619385","8650","0.1","126413.5","0.1","0.1","0.1","0.0","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.7"
"2000","TCD","148","Chad","Ville de N'Djamena","TCD.22_1","TD.NJ","12.117335319519","15.0448350906372","717249","1866.7","384.2","2555.4","2350.8","3031.8","1203.8","1737.6","1892.6","2671.6","3031.8","3170.2","3215.2","3246.3","3299.5","3405.3"
"2000","TCD","148","Chad","Wadi Fira","TCD.23_1","TD.BI","14.8155536651611","21.6872844696045","304682","5.6","54307.2","8.0","6.9","8.4","2.8","3.6","5.0","6.5","8.4","9.6","10.5","11.4","13.0","26.9"
"2000","TWN","158","Taiwan","Fujian","TWN.1_1","TW.FK","24.8672752380371","118.774894714355","72939","366.5","199.0","1051.9","552.6","481.6","165.5","234.2","300.8","379.5","481.6","601.5","775.4","1098.7","2456.5","7542.1"
"2000","TWN","158","Taiwan","Kaohsiung","TWN.2_1","TW.KH","22.6720123291016","120.334266662598","2705493","909.6","2974.3","10261.8","5955.8","8775.2","910.8","2051.7","3779.3","5802.5","8775.2","11580.6","14361.3","17711.5","22984.1","32456.1"
"2000","TWN","158","Taiwan","New Taipei","TWN.3_1","TW.NT","25.0244903564453","121.484519958496","3694079","1792.4","2061.0","19286.8","11383.2","17654.9","1793.4","4194.7","7668.2","12127.7","17654.9","23410.5","28653.4","33081.0","37682.6","63563.8"
"2000","TWN","158","Taiwan","Taichung","TWN.4_1","TW.TG","24.1756610870361","120.664512634277","2536738","1127.3","2250.2","8929.1","5031.0","6217.0","832.5","1792.5","3001.7","4416.3","6217.0","8248.9","10587.5","15538.4","21673.5","39857.0"
"2000","TWN","158","Taiwan","Tainan","TWN.5_1","TW.TN","23.0706443786621","120.247528076172","1666795","763.1","2184.2","4750.9","2354.8","3242.0","361.4","629.9","1013.2","1928.4","3242.0","4543.5","6123.0","8321.1","11843.6","21324.8"
"2000","TWN","158","Taiwan","Taipei","TWN.6_1","TW.TP","25.0558738708496","121.548820495605","2239680","8269.0","270.9","17159.4","12852.1","13870.7","4041.5","6438.7","8643.2","10862.9","13870.7","18146.4","24234.3","28695.4","35376.3","55454.7"
"2000","TWN","158","Taiwan","Taiwan","TWN.7_1","TW.TA","24.1627101898193","120.917518615723","9050801","341.8","26477.7","3966.6","1808.3","2159.6","275.2","545.3","912.4","1418.0","2159.6","3159.9","4476.6","6437.9","10027.6","41917.1"
"2000","COL","170","Colombia","Amazonas","COL.1_1","CO.AM","-3.19483375549316","-70.5490341186523","54216","0.5","106897.8","304.8","9.7","5.0","0.1","0.3","0.8","2.4","5.0","10.1","160.5","708.5","1335.6","1630.3"
"2000","COL","170","Colombia","Antioquia","COL.2_1","CO.AN","6.48865699768066","-75.6224670410156","5224300","82.7","63169.5","4829.3","1069.9","2307.3","25.2","74.3","249.0","835.0","2307.3","5216.3","8530.0","11584.2","12531.2","14367.2"
